timestep_number,analysis_time,cycle_time,max_shearrate,total_volume_delivered,volumetric_flowrate
0,6.500000182541044e-08,0.1059500053524971,24424.55078125,0.0,0.0
1,1.2499999968440534e-07,0.20374999940395355,388456.71875,0.0,0.0
2,1.850000046488276e-07,0.3015500009059906,362544.28125,0.0,0.0
3,2.650000112680573e-07,0.43195003271102905,935888.875,0.0,0.0
4,3.250000020216248e-07,0.5297499895095825,1696123.375,0.0,0.0
5,3.8499999277519237e-07,0.6275500059127808,1398252.25,0.0,0.0
6,4.4500001195046934e-07,0.725350022315979,1216092.0,0.0,0.0
7,5.050000027040369e-07,0.8231499791145325,830912.5,0.0,0.0
8,5.649999934576044e-07,0.9209499955177307,1037327.125,0.0,0.0
9,6.24999984211172e-07,1.0187499523162842,2030739.5,0.0,0.0
10,6.849999749647395e-07,1.1165499687194824,3295788.75,0.0,0.0
11,7.450000225617259e-07,1.2143499851226807,2036869.25,0.0,0.0
12,8.050000133152935e-07,1.312150001525879,1470931.125,0.0,0.0
13,8.65000004068861e-07,1.4099500179290771,1321500.0,0.0,0.0
14,9.249999948224286e-07,1.5077500343322754,1923931.125,0.0,0.0
15,9.85000042419415e-07,1.6055500507354736,2827557.0,0.0,0.0
16,1.0449999763295637e-06,1.7033499479293823,2789126.5,0.0,0.0
17,1.10500002392655e-06,1.8011500835418701,2254251.5,0.0,0.0
18,1.1849999737023609e-06,1.9315499067306519,1582483.5,0.0,0.0
19,1.2450000212993473e-06,2.0293500423431396,3021418.0,0.0,0.0
20,1.304999955209496e-06,2.127149820327759,3823907.5,0.0,0.0
21,1.3650000028064824e-06,2.224950075149536,3599782.25,0.0,0.0
22,1.4250000504034688e-06,2.3227500915527344,2841764.5,0.0,0.0
23,1.4849999843136175e-06,2.4205498695373535,2359484.0,0.0,0.0
24,1.5450000319106039e-06,2.518350124359131,2898966.0,0.0,0.0
25,1.6049999658207525e-06,2.61614990234375,3249345.75,0.0,0.0
26,1.665000013417739e-06,2.7139499187469482,2844142.0,0.0,0.0
27,1.7249999473278876e-06,2.8117499351501465,2156082.75,0.0,0.0
28,1.784999994924874e-06,2.9095499515533447,1814362.0,0.0,0.0
29,1.8450000425218605e-06,3.007349967956543,4876612.0,0.0,0.0
30,1.9049999764320091e-06,3.105149984359741,6617808.5,0.0,0.0
31,1.964999910342158e-06,3.2029497623443604,6316069.0,0.0,0.0
32,2.0249999579391442e-06,3.3007500171661377,5099099.5,0.0,0.0
33,2.1050000214017928e-06,3.431149959564209,3968861.25,0.0,0.0
34,2.165000068998779e-06,3.5289502143859863,4617366.5,0.0,0.0
35,2.22499988922209e-06,3.6267497539520264,5205669.5,0.0,0.0
36,2.2849999368190765e-06,3.7245500087738037,4771506.5,0.0,0.0
37,2.344999984416063e-06,3.822350025177002,3641673.75,0.0,0.0
38,2.4050000320130493e-06,3.9201500415802,2987115.5,0.0,0.0
39,2.4650000796100358e-06,4.017950057983398,9617604.0,0.0,0.0
40,2.5249998998333467e-06,4.115749835968018,10453600.0,0.0,0.0
41,2.584999947430333e-06,4.213550090789795,10582870.0,0.0,0.0
42,2.6449999950273195e-06,4.311349868774414,9366815.0,0.0,0.0
43,2.705000042624306e-06,4.409150123596191,7597322.5,0.0,0.0
44,2.7650000902212923e-06,4.506950378417969,5834399.5,0.0,0.0
45,2.8249999104446033e-06,4.60474967956543,5817479.0,0.0,0.0
46,2.8849999580415897e-06,4.702549934387207,6614418.0,0.0,0.0
47,2.945000005638576e-06,4.800350189208984,5062522.0,0.0,0.0
48,3.0250000691012247e-06,4.930749893188477,3942736.25,0.0,0.0
49,3.0849998893245356e-06,5.028549671173096,10064271.0,0.0,0.0
50,3.144999936921522e-06,5.126349925994873,15503944.0,0.0,0.0
51,3.2049999845185084e-06,5.22415018081665,12739895.0,0.0,0.0
52,3.265000032115495e-06,5.3219499588012695,11205786.0,0.0,0.0
53,3.3250000797124812e-06,5.419750213623047,9428549.0,0.0,0.0
54,3.384999899935792e-06,5.517549991607666,7065787.0,0.0,0.0
55,3.4449999475327786e-06,5.615349769592285,7763941.0,0.0,0.0
56,3.504999995129765e-06,5.7131500244140625,7754289.5,0.0,0.0
57,3.5650000427267514e-06,5.81095027923584,6597585.5,0.0,0.0
58,3.625000090323738e-06,5.908750057220459,4764612.5,0.0,0.0
59,3.6849999105470488e-06,6.006549835205078,10598558.0,0.0,0.0
60,3.744999958144035e-06,6.1043500900268555,17425734.0,0.0,0.0
61,3.823020961135626e-06,6.2315239906311035,15667994.0,0.0,0.0
62,3.883021236106288e-06,6.329324722290039,13380271.0,0.0,0.0
63,3.943021056329599e-06,6.427124500274658,9506901.0,0.0,0.0
64,4.00302087655291e-06,6.524923801422119,8281108.0,0.0,0.0
65,4.0630211515235715e-06,6.622724533081055,8319008.0,0.0,0.0
66,4.1230209717468824e-06,6.720524311065674,8630819.0,0.0,0.0
67,4.183021246717544e-06,6.818324565887451,7600693.0,0.0,0.0
68,4.243021066940855e-06,6.91612434387207,6710245.0,0.0,0.0
69,4.303020887164166e-06,7.0139241218566895,13360415.0,0.0,0.0
70,4.363021162134828e-06,7.111724376678467,19945410.0,0.0,0.0
71,4.420922778081149e-06,7.206104278564453,18305596.0,0.0,0.0
72,4.480923053051811e-06,7.3039045333862305,15314889.0,0.0,0.0
73,4.540922873275122e-06,7.40170431137085,13043692.0,0.0,0.0
74,4.62092293673777e-06,7.5321044921875,9362454.0,0.0,0.0
75,4.680922756961081e-06,7.629904270172119,12476010.0,0.0,0.0
76,4.740923031931743e-06,7.7277045249938965,13444732.0,0.0,0.0
77,4.800922852155054e-06,7.825504302978516,8377650.5,0.0,0.0
78,4.860923127125716e-06,7.923304557800293,9188381.0,0.0,0.0
79,4.91635364596732e-06,8.013656616210938,22884930.0,0.0,0.0
80,4.981968686479377e-06,8.120609283447266,30474448.0,0.0,0.0
81,5.040290034230566e-06,8.215672492980957,22043792.0,0.0,0.0
82,5.09970186612918e-06,8.312514305114746,15614685.0,0.0,0.0
83,5.159702141099842e-06,8.410314559936523,14313599.0,0.0,0.0
84,5.219701961323153e-06,8.508113861083984,12161142.0,0.0,0.0
85,5.279702236293815e-06,8.605915069580078,15290696.0,0.0,0.0
86,5.3413464229379315e-06,8.70639419555664,16135898.0,0.0,0.0
87,5.412103746493813e-06,8.821728706359863,9246352.0,0.0,0.0
88,5.4721040214644745e-06,8.919529914855957,9867221.0,0.0,0.0
89,5.525753294932656e-06,9.006978034973145,18430110.0,0.0,0.0
90,5.5874629651953e-06,9.107564926147461,31002404.0,0.0,0.0
91,5.646899808198214e-06,9.204446792602539,21425130.0,0.0,0.0
92,5.721449269913137e-06,9.32596206665039,15716214.0,0.0,0.0
93,5.781449544883799e-06,9.423762321472168,11246257.0,0.0,0.0
94,5.84144936510711e-06,9.521562576293945,10517750.0,0.0,0.0
95,5.901449185330421e-06,9.619361877441406,11883028.0,0.0,0.0
96,5.961449460301083e-06,9.7171630859375,12252058.0,0.0,0.0
97,6.0214492805243935e-06,9.814962387084961,10629606.0,0.0,0.0
98,6.081449555495055e-06,9.912762641906738,11396465.0,0.0,0.0
99,6.14313375990605e-06,10.013307571411133,23520288.0,0.0,0.0
100,6.207179467310198e-06,10.11770248413086,28880548.0,0.0,0.0
101,6.264751391427126e-06,10.21154499053955,20480282.0,0.0,0.0
102,6.336799287964823e-06,10.328983306884766,14680916.0,0.0,0.0
103,6.396799108188134e-06,10.426782608032227,10791805.0,0.0,0.0
104,6.4567993831587955e-06,10.524582862854004,10685112.0,0.0,0.0
105,6.5167992033821065e-06,10.622383117675781,12649021.0,0.0,0.0
106,6.5767990236054175e-06,10.720182418823242,12785073.0,0.0,0.0
107,6.636799298576079e-06,10.81798267364502,9160995.0,0.0,0.0
108,6.69679911879939e-06,10.915782928466797,7689154.0,0.0,0.0
109,6.756799393770052e-06,11.013583183288574,14868199.0,0.0,0.0
110,6.815988854214083e-06,11.110061645507812,27819374.0,0.0,0.0
111,6.880063665448688e-06,11.21450424194336,21269116.0,0.0,0.0
112,6.9336847445811145e-06,11.30190658569336,16825020.0,0.0,0.0
113,6.9936845648044255e-06,11.39970588684082,14643360.0,0.0,0.0
114,7.013684353296412e-06,11.432305335998535,12935157.0,0.0,0.0
115,7.073684628267074e-06,11.530105590820312,11321376.0,0.0,0.0
116,7.133684448490385e-06,11.62790584564209,13086871.0,0.0,0.0
117,7.193684723461047e-06,11.725706100463867,13677932.0,0.0,0.0
118,7.253684543684358e-06,11.823505401611328,13033195.0,0.0,0.0
119,7.313684363907669e-06,11.921305656433105,11215006.0,0.0,0.0
120,7.366672889475012e-06,12.00767707824707,23662824.0,0.0,0.0
121,7.432458460243652e-06,12.114907264709473,33370900.0,0.0,0.0
122,7.4984263846999966e-06,12.222434997558594,21404662.0,0.0,0.0
123,7.556587206636323e-06,12.31723690032959,15755356.0,0.0,0.0
124,7.6165874816069845e-06,12.415037155151367,13238264.0,0.0,0.0
125,7.676587301830295e-06,12.512837409973145,12045490.0,0.0,0.0
