droplet_id,volume,ux,uy,uz,vx,vy,vz
1,7.981564e-12,6.118696e-08,6.296083e-08,3.865192e-04,6.235289e-03,1.212171e-02,-9.438327e+00
2,3.797538e-18,-8.593997e-06,1.015638e-05,5.015450e-04,2.762523e+00,6.086886e+00,2.287457e+01
3,3.812739e-17,-8.452473e-06,1.058587e-05,5.012120e-04,2.582420e+00,6.112364e+00,2.113609e+01
4,2.571728e-18,-6.261585e-06,2.579107e-05,4.836245e-04,3.600841e-01,-7.481562e-02,-3.967165e-01
5,4.686259e-17,-1.719463e-05,7.677825e-06,5.007651e-04,-7.054103e-01,-2.612156e+00,1.978899e+01
6,6.565165e-18,-2.186349e-05,1.099143e-05,5.003878e-04,5.384465e-01,-1.474546e+00,1.391735e+01
7,5.031658e-17,-1.133930e-05,-2.291228e-06,4.895347e-04,2.773605e+00,1.252652e+00,8.445118e+00
8,2.607915e-18,-1.567704e-05,1.091338e-05,4.953052e-04,-1.964653e+00,-9.104194e-02,1.680816e+01
9,8.198198e-18,-4.574236e-06,3.395784e-06,5.029870e-04,-6.297374e-01,-1.600098e+00,3.122539e-01
10,1.065758e-18,-5.467727e-06,1.950000e-05,4.988366e-04,-4.976825e-02,-2.673122e-01,-1.258608e+00
11,4.607917e-18,-1.082727e-05,8.579195e-06,4.957493e-04,-3.444501e-01,5.603979e+00,2.111310e+01
12,2.666230e-19,-1.523569e-05,1.132908e-05,4.926217e-04,-1.959486e+00,1.592590e-01,1.385776e+01
13,6.533914e-18,-7.058008e-06,9.397567e-06,4.945389e-04,1.360255e+00,1.495807e+00,7.194927e+00
14,7.195400e-18,-2.499657e-05,1.406524e-05,4.816999e-04,-8.348100e-01,1.082830e-01,2.601209e+00
15,2.061852e-18,-2.254752e-05,1.718858e-05,4.873748e-04,-1.924309e-01,-1.205276e-02,-8.588110e-01
16,1.296879e-18,-1.334135e-05,2.734508e-06,4.774590e-04,2.115952e+00,2.258458e+00,8.280895e+00
17,4.430903e-18,-1.341892e-05,2.956449e-06,4.742943e-04,8.590354e-03,-3.417019e-01,4.586788e+00
18,1.447531e-18,-1.484767e-05,2.733941e-06,4.708510e-04,-2.628554e+00,4.803065e-01,8.261629e-01
19,2.987417e-18,-7.804440e-06,1.949087e-05,5.221702e-04,7.049140e-02,3.570519e-01,8.966846e+00
20,2.533934e-18,-1.170200e-05,7.816981e-06,5.295848e-04,4.114089e-01,2.551111e-02,5.466659e+00
21,1.199530e-18,-2.343287e-05,9.381163e-06,5.380461e-04,-1.912944e-01,1.569690e-02,7.616755e+00
22,2.313385e-18,-1.874886e-05,1.562904e-05,5.421259e-04,-2.358649e-02,5.334208e-02,4.000691e-01
23,6.716826e-19,1.171987e-06,-1.019530e-04,4.720314e-04,-1.030175e+00,-9.613419e-01,-3.881241e+00
24,2.763451e-19,1.171524e-06,-1.011717e-04,4.731473e-04,-6.729300e-01,-1.238073e+00,-2.239146e-02
25,1.772813e-18,1.171823e-05,-1.078068e-04,4.754785e-04,4.521448e-01,-7.303895e-01,9.371268e-01
26,6.674086e-18,-1.215870e-05,4.756258e-05,4.977332e-04,1.986281e+00,-1.137950e+00,1.502037e+01
27,3.930786e-17,-2.400930e-05,3.594107e-05,4.807662e-04,4.349181e-02,4.026259e-02,-1.643330e-01
28,3.470584e-18,-1.092784e-05,4.922410e-05,4.961628e-04,-1.374738e+00,-6.079344e-01,1.024227e+01
29,3.780735e-18,-1.328116e-05,4.921979e-05,4.797709e-04,-4.088497e-01,-7.676144e-01,2.374807e+00
30,5.684404e-17,-1.328869e-05,4.922688e-05,4.801957e-04,-3.200388e-01,-1.001179e+00,2.248137e+00
31,2.808150e-18,-1.015095e-05,4.921535e-05,5.023281e-04,4.426603e-01,1.101123e-02,9.958603e+00
32,2.726372e-17,-1.073601e-05,2.891367e-05,4.774318e-04,-1.175585e-02,-1.984689e+00,6.015016e-02
33,5.292549e-19,-2.263332e-05,4.413894e-05,5.020364e-04,2.926204e-01,2.418178e-01,1.414380e+00
34,2.375068e-17,-2.410169e-05,3.472342e-05,4.979264e-04,2.306097e-02,5.029323e-02,5.179697e-01
35,6.935656e-19,-1.133414e-05,4.919494e-05,4.918572e-04,2.223746e+00,-1.377919e-01,8.537759e+00
36,2.791523e-19,-1.133440e-05,4.882919e-05,4.856124e-04,1.422526e+00,-1.382530e+00,8.607079e-01
37,2.554278e-19,-1.523439e-05,5.039037e-05,4.762642e-04,2.873850e+00,-2.282085e+00,3.443760e+00
38,3.099250e-19,1.680105e-05,4.961203e-05,4.832802e-04,-1.202313e+00,9.001547e-01,6.431215e+00
39,1.042529e-18,-3.904600e-05,1.875009e-05,4.778213e-04,-2.869420e-01,-8.891494e-02,3.839886e-01
40,1.023549e-18,-4.277491e-05,1.162305e-05,4.715691e-04,-8.935611e-02,-5.631867e-01,-7.940164e+00
41,3.562937e-18,-4.609690e-05,-5.054572e-06,4.770301e-04,6.300426e-01,1.987229e+00,5.948978e-01
42,2.525599e-19,-4.648435e-05,-2.226572e-05,4.731367e-04,2.551070e+00,-1.451406e+00,3.616325e-01
43,1.008993e-17,-4.235307e-05,-1.845082e-05,4.778764e-04,-5.206924e-01,1.288211e+00,4.437482e+00
