droplet_id,volume,ux,uy,uz,vx,vy,vz
1,7.996186e-12,1.582944e-07,1.524100e-08,3.861068e-04,5.475895e-03,1.098329e-02,-9.695131e+00
2,3.071149e-17,6.806167e-05,1.801838e-05,4.920702e-04,1.434564e-01,-1.291095e-01,1.226337e+01
3,2.366478e-17,5.068114e-05,1.545172e-05,4.863552e-04,9.874975e-01,8.503539e-02,3.492700e+00
4,4.119964e-18,6.171546e-05,1.930097e-06,4.923492e-04,1.657350e-01,1.788121e-01,6.332085e+00
5,4.480180e-18,6.326860e-05,1.558797e-06,4.826249e-04,2.967904e-01,1.658390e-01,2.637277e+00
6,4.201260e-18,6.015596e-05,4.549596e-06,4.846550e-04,1.787575e-01,-4.436633e-01,5.907934e+00
7,3.279209e-19,6.835675e-05,1.835859e-05,4.881054e-04,-1.626241e+00,1.574531e+00,1.367652e+01
8,3.612198e-17,7.273149e-05,2.400131e-05,4.908212e-04,-1.620412e-02,-2.484915e-02,-8.439196e-01
9,7.295178e-19,5.090507e-05,5.337690e-06,4.888927e-04,8.904702e-02,-1.440436e-01,1.912976e+00
10,4.818986e-19,5.664027e-05,7.037822e-06,4.966968e-04,8.457882e-01,2.585989e-01,5.737332e-01
11,2.429568e-18,5.547982e-05,1.485147e-05,4.916187e-04,-6.622807e-01,5.994495e-01,1.577485e+00
12,3.967364e-18,6.637870e-05,3.148375e-06,4.962305e-04,1.887704e-01,-1.248045e-01,2.514048e+00
13,5.127481e-19,6.757512e-05,1.795937e-05,4.857721e-04,-3.415707e-01,-1.616358e-01,1.144282e+01
14,1.929735e-18,6.802679e-05,1.804272e-05,4.815545e-04,-8.935190e-02,5.714771e-01,6.245282e+00
15,2.764541e-18,6.798008e-05,1.720355e-05,4.775395e-04,1.814323e-01,1.624195e-01,2.287769e+00
16,6.683600e-19,6.289036e-05,-1.567505e-06,4.795395e-04,-1.223348e+00,1.995218e+00,3.186040e+00
17,1.757641e-18,7.271892e-05,-1.244477e-05,5.012594e-04,5.400207e-01,-2.008932e-01,3.827930e-01
18,2.990696e-18,7.969935e-05,-1.250135e-05,4.938797e-04,-3.658606e-01,-1.928840e+00,1.160498e+01
19,1.372654e-17,7.972916e-05,-1.394785e-05,5.002380e-04,-5.447108e-02,-2.940878e+00,1.428937e+01
20,2.440355e-19,9.726657e-05,-7.421638e-06,5.021420e-04,6.013551e-01,1.081543e+00,9.621745e+00
21,5.523639e-18,8.516031e-05,-3.125382e-06,4.954783e-04,-5.496074e-02,1.077754e-03,7.684878e+00
22,1.671249e-17,9.524204e-05,-1.348064e-05,5.008162e-04,1.077296e+00,6.075911e-01,2.016255e+00
23,2.777418e-18,8.983357e-05,-8.083391e-07,4.838071e-04,-7.607615e-02,-5.948619e-01,5.253510e+00
24,2.067039e-18,8.515545e-05,-3.122760e-06,4.893058e-04,9.513845e-02,6.283899e-02,5.577922e+00
25,1.003389e-18,8.515518e-05,-3.126234e-06,4.834404e-04,-2.415956e-02,-8.547200e-02,2.702850e+00
26,1.537634e-17,8.733788e-05,1.865709e-05,4.820619e-04,2.817490e-01,-2.182866e-03,2.905729e+00
27,2.415967e-19,9.335965e-05,1.171799e-06,4.764216e-04,-8.926479e-01,3.045530e-02,-4.868525e+00
28,4.806275e-19,9.492184e-05,1.171857e-06,4.822701e-04,1.099927e-02,-2.097924e+00,5.081565e+00
29,2.427537e-19,9.414074e-05,3.907202e-07,4.826602e-04,9.568200e-01,-2.870964e+00,5.926446e+00
30,2.496012e-18,7.656069e-05,2.460950e-05,4.802514e-04,-2.362883e-02,-4.585181e-02,-2.896290e+00
31,3.947453e-18,8.904576e-05,2.448329e-05,4.818745e-04,1.174737e-01,-6.537597e-02,-2.683095e+00
32,1.240164e-18,3.359971e-05,2.327675e-06,4.764177e-04,7.156734e-02,-7.412081e-01,-2.684788e-01
33,8.008487e-18,4.532312e-05,1.582882e-06,4.841992e-04,-4.523840e-01,-6.586851e-02,4.383900e+00
34,1.497342e-18,3.359466e-05,3.902184e-06,4.881134e-04,-7.279364e-02,7.218598e-02,5.122915e+00
35,2.314578e-18,3.441579e-05,3.166757e-06,4.987767e-04,-3.232887e-03,3.046159e-03,-1.233391e+00
36,4.515806e-18,2.628391e-05,8.592408e-06,5.025239e-04,-1.412938e+00,2.978490e-02,5.226027e+00
37,1.163332e-18,3.436743e-05,1.173481e-05,4.935752e-04,-1.841740e-01,-6.292249e-02,-4.118176e-01
38,1.112117e-18,3.674927e-05,-1.017481e-05,4.693845e-04,-6.015475e-01,-1.493974e+00,-5.155386e+00
39,3.210363e-19,3.163752e-05,-1.367516e-05,4.670297e-04,4.674804e+00,-7.596815e-01,-9.669209e+00
40,1.163985e-18,3.751499e-05,-7.078545e-06,4.740616e-04,4.350595e-01,1.286355e+00,-4.192077e+00
41,2.551715e-18,2.889078e-05,-1.406251e-05,4.760561e-04,-7.460237e-02,9.663230e-01,4.985920e+00
42,1.241036e-18,4.314226e-05,-1.523718e-05,4.678322e-04,-1.522046e+00,7.688745e-01,-6.934361e+00
43,4.541017e-17,4.594115e-05,-2.391662e-05,4.807450e-04,-2.649051e-02,3.302920e-02,-6.806841e-01
44,1.455245e-18,4.297890e-05,-3.895141e-06,4.959133e-04,3.144526e-03,8.457168e-02,3.881924e+00
45,2.395793e-18,2.650835e-05,-1.316470e-05,4.846323e-04,-4.477869e-01,6.116220e-01,-1.129328e+00
46,1.738934e-18,2.901789e-05,-1.411607e-05,4.794033e-04,9.963467e-01,9.080868e-01,8.742360e+00
47,1.051086e-18,3.670129e-05,-1.325258e-05,4.849952e-04,-1.824001e-01,1.151215e+00,5.974052e+00
48,3.952363e-17,4.395275e-05,-2.370092e-05,4.909811e-04,-5.643145e-02,2.025342e-02,-7.036311e-01
49,3.024885e-19,4.804543e-05,7.420307e-06,4.725161e-04,-1.970182e+00,-1.115271e+00,-5.788863e-01
50,1.215648e-18,5.078126e-05,1.015588e-05,5.497217e-04,-6.256334e-02,-4.242098e-02,1.206987e+01
51,2.704178e-18,4.999903e-05,1.797488e-05,5.360787e-04,-1.033220e-01,1.578498e-01,3.482853e+00
52,2.533382e-17,7.192223e-05,9.381921e-06,5.428283e-04,5.801000e-01,-1.151057e+00,4.283632e+00
53,2.525377e-17,7.455299e-05,1.645706e-05,5.445349e-04,-7.815494e-01,2.933091e-01,3.284837e+00
54,5.950697e-18,5.702808e-05,7.814431e-06,5.445791e-04,-4.374919e-03,6.737795e-02,6.104542e+00
55,2.958444e-18,6.874881e-05,1.719403e-05,5.330496e-04,-9.127751e-03,3.232576e-02,4.617778e+00
56,1.724976e-16,7.842875e-05,-5.376586e-06,5.481215e-04,-7.332051e-01,-4.861829e-01,1.583246e+01
57,4.908168e-18,7.187258e-05,1.485963e-05,5.387027e-04,-1.876834e-01,2.761777e-01,4.927893e+00
58,1.612707e-18,3.189143e-05,8.455599e-06,5.171060e-04,-7.694115e-02,-1.362865e-01,3.817222e+00
59,3.057876e-18,2.580868e-05,1.949057e-05,5.140109e-04,7.027402e-01,4.034076e-01,3.502838e+00
60,8.880043e-18,4.355276e-05,8.575057e-06,5.112758e-04,-6.562815e-02,4.181581e-01,6.641808e+00
61,4.056718e-18,3.591534e-05,9.349530e-06,5.053594e-04,-1.170407e-01,-2.661556e-02,4.223756e+00
62,3.135248e-18,4.999959e-05,1.719055e-05,5.141112e-04,1.581929e-01,-4.793548e-02,2.259398e+00
63,1.486673e-18,3.205691e-05,8.578725e-06,5.075170e-04,5.939581e-01,-4.150360e-01,3.537496e+00
64,3.179427e-17,7.729112e-05,6.800124e-06,5.115240e-04,-2.283701e+00,-5.842529e-01,1.091679e+01
65,2.168786e-18,6.790656e-05,8.533082e-06,5.031944e-04,2.628055e-01,-3.952858e-02,-1.702706e-01
66,5.430481e-18,5.301236e-05,-7.259717e-06,5.073359e-04,-6.370832e-01,3.939093e-01,2.601373e+01
67,3.749706e-18,6.484444e-05,-1.171945e-05,5.040730e-04,-1.946767e-01,-1.477051e-01,3.237762e+00
68,3.383424e-17,6.476156e-05,-1.144291e-05,5.046801e-04,-2.256266e-01,8.125217e-03,3.328869e+00
69,1.034410e-18,6.171063e-05,-7.044868e-06,5.090749e-04,5.361392e-01,-3.663051e-01,3.991258e+00
70,2.108769e-16,5.510765e-05,-4.862439e-06,5.324256e-04,-9.192680e-01,5.918900e-01,1.992056e+01
71,4.127545e-18,5.937380e-05,-1.718805e-05,5.266429e-04,-3.265387e-03,1.269215e-02,4.877273e+00
72,6.349256e-18,5.936574e-05,-1.718574e-05,5.036038e-04,-1.697552e-01,1.563509e-01,9.874949e-01
73,1.827898e-18,5.404723e-05,-5.534055e-06,5.038242e-04,1.847662e-01,-1.961945e+00,1.453975e+01
74,3.604571e-17,7.384331e-05,-9.760777e-06,5.480105e-04,-6.358706e-01,1.147301e+00,1.364361e+01
75,1.443973e-18,7.187281e-05,-1.251463e-05,5.282066e-04,-4.073388e-02,1.521290e-02,7.652307e+00
76,2.846632e-17,5.530637e-05,-1.005109e-05,5.408274e-04,-4.588759e-01,6.282023e-01,4.733762e+00
77,4.954174e-18,5.468574e-05,-3.125919e-06,5.452338e-04,6.932721e-02,3.549221e-02,7.152704e+00
78,3.001851e-18,6.249776e-05,-1.405903e-05,5.361046e-04,-4.597462e-03,2.744783e-02,5.281306e+00
79,4.867548e-18,5.937330e-05,-1.719507e-05,5.327074e-04,5.389159e-02,3.366426e-01,5.058149e+00
80,5.952395e-17,1.725800e-04,-1.208847e-05,5.033817e-04,1.884402e+00,-6.903782e-02,4.301375e+00
81,8.774351e-18,1.786322e-04,-1.495436e-05,5.215949e-04,-2.222428e+00,-4.121595e-01,8.052984e+00
82,1.491720e-18,1.937664e-04,-1.798253e-05,5.083063e-04,1.351046e-01,-9.591835e-01,6.686941e+00
83,5.990302e-18,1.929426e-04,-1.171235e-05,5.190610e-04,-5.676338e-01,-5.406354e-01,7.687001e+00
84,2.816268e-18,1.976534e-04,-1.484088e-05,5.124716e-04,-4.086650e-02,-2.315706e-01,4.275015e+00
85,3.751098e-18,1.945606e-04,-6.282265e-06,5.114681e-04,1.430007e-02,1.566352e-01,1.880043e+01
86,1.376705e-17,1.844983e-04,-1.043989e-05,5.190900e-04,-7.630749e-01,9.090043e-01,4.118478e+00
87,6.756398e-18,1.945299e-04,-6.245801e-06,5.064804e-04,-8.151048e-02,-2.292661e-01,1.645707e+01
88,1.723225e-18,1.946422e-04,-6.162859e-06,5.181819e-04,-6.546068e-02,4.359381e-01,2.054294e+01
89,1.526525e-18,1.945345e-04,-6.249290e-06,5.144361e-04,4.136747e-02,-1.427215e-01,1.948175e+01
90,3.778843e-17,1.793083e-04,8.330488e-06,5.052283e-04,-1.386823e+00,-7.475720e-01,1.060679e+01
91,2.343272e-16,1.711592e-04,8.883172e-06,5.086677e-04,-5.866229e-01,-3.033938e-01,1.080404e+01
92,1.258034e-17,1.737200e-04,1.622225e-05,5.059537e-04,-2.482937e-01,-4.181968e-01,3.039691e+00
93,8.333379e-18,1.852195e-04,7.954681e-06,5.158683e-04,5.338108e-01,-1.501951e+00,6.209291e+00
94,2.853107e-18,1.766261e-04,1.256496e-05,5.110523e-04,4.104294e-02,8.681189e-01,5.350881e+00
