droplet_id,volume,ux,uy,uz,vx,vy,vz
1,7.992723e-12,8.718116e-08,1.918139e-08,3.855197e-04,2.283672e-03,7.266545e-03,-5.950654e+00
2,6.249999e-17,-7.025153e-06,-1.721111e-04,4.534418e-04,-2.773377e-01,6.119111e-01,-6.234350e+00
3,1.229265e-16,2.814096e-06,-6.616751e-05,4.888373e-04,1.022058e+00,-9.736462e-01,8.949943e+00
4,9.275015e-18,-1.200987e-05,-7.146753e-05,4.988201e-04,8.338346e-01,-8.879016e-01,1.158040e+01
5,2.007521e-18,-1.165838e-05,-6.557648e-05,4.935362e-04,-3.715852e-01,-8.395976e-02,4.950164e+00
6,2.508972e-18,-1.327317e-05,-6.954102e-05,4.941469e-04,4.684305e-01,-1.065226e-01,1.022515e+01
7,3.605285e-18,-1.017562e-05,-6.097017e-05,4.787283e-04,3.360416e-01,-1.765104e-01,2.415240e+00
8,2.916959e-17,-1.694432e-05,-5.023837e-05,4.996887e-04,-3.002861e-01,1.773429e+00,6.859030e+00
9,3.426368e-18,-1.093795e-05,-5.468404e-05,4.988960e-04,-8.206137e-02,-2.282635e-01,6.501272e+00
10,1.373467e-18,-6.797384e-06,-7.257108e-05,4.935512e-04,1.259524e-01,2.103894e-01,-3.520355e-01
11,3.420272e-18,-1.325133e-05,-6.414719e-05,4.801018e-04,-1.463353e-02,6.286695e-01,2.706718e+00
12,3.089317e-18,-1.172701e-05,-7.264566e-05,4.879852e-04,1.364222e-01,-5.498764e-01,4.663409e+00
13,3.018630e-18,-1.331032e-05,-6.642816e-05,4.910837e-04,-5.492485e-01,-4.045658e-01,8.458311e+00
14,2.475667e-19,-4.296305e-06,-7.304644e-05,4.719843e-04,3.021938e+00,-6.125984e-01,-5.471090e+00
15,2.682572e-18,3.768833e-06,-6.402928e-05,4.755851e-04,3.754430e+00,1.314920e+00,2.380857e+00
16,2.650671e-17,1.054016e-05,-5.634264e-05,4.784103e-04,6.402925e-01,6.462829e-01,2.773508e-01
17,2.881457e-18,2.306487e-06,-2.033469e-05,5.011883e-04,2.073032e-01,-6.519253e-01,1.802861e+01
18,2.086347e-18,1.946292e-05,-1.702042e-05,5.213945e-04,5.520328e-02,9.776233e-01,9.319099e+00
19,9.407636e-18,5.110177e-06,-1.039435e-05,5.081486e-04,-1.395840e+00,3.452394e-01,7.111920e+00
