droplet_id,volume,ux,uy,uz,vx,vy,vz
1,4.050075e-16,4.382708e-05,-6.522564e-06,5.419371e-04,-5.421881e-01,4.671151e-01,1.298905e+01
2,7.195062e-17,6.555618e-05,-7.339947e-06,5.490094e-04,-2.263574e+00,-3.950264e-01,1.337145e+01
3,7.986893e-12,3.867465e-08,6.334035e-08,3.872766e-04,-2.855313e-03,-4.087892e-04,8.332952e-01
4,3.705480e-17,7.676495e-05,-1.994173e-05,5.266009e-04,-6.224048e-01,-5.122815e+00,2.067362e+01
5,4.672929e-18,5.468678e-05,-3.129366e-06,5.483351e-04,-3.822022e-02,-3.321726e-02,7.565968e+00
6,1.329132e-18,7.186479e-05,-1.250869e-05,5.319958e-04,-8.473304e-02,6.622173e-03,7.677872e+00
7,3.009531e-18,5.937413e-05,-1.718567e-05,5.287931e-04,3.420249e-02,6.230001e-03,4.934707e+00
8,4.727584e-18,5.937632e-05,-1.719027e-05,5.349144e-04,1.416113e-02,-3.329264e-01,4.235182e+00
9,2.668103e-18,6.249765e-05,-1.406086e-05,5.381712e-04,3.119175e-02,-8.516094e-02,3.052765e+00
10,4.335538e-17,6.985688e-05,1.309520e-05,5.472729e-04,4.659145e+00,1.154968e+00,1.600025e+01
11,7.324645e-18,6.454391e-05,8.517748e-06,5.368126e-04,3.235926e+00,-8.403887e-01,1.420375e+01
12,9.335483e-19,4.999620e-05,1.797397e-05,5.320066e-04,-3.156319e-02,7.034343e-02,2.737688e+00
13,5.099780e-18,4.050579e-05,1.639239e-05,5.464711e-04,9.536082e-02,-1.140552e-02,6.135379e+00
14,2.240973e-18,4.614656e-05,-1.320787e-05,5.022085e-04,-1.436653e+00,-1.252257e+00,2.255368e+01
15,2.135801e-18,3.281574e-05,-6.249489e-06,5.106867e-04,6.171702e-02,-2.305668e-02,8.753970e-01
16,1.026708e-18,3.671325e-05,-2.344459e-06,5.163113e-04,5.444073e-04,6.142474e-02,1.117443e+00
17,3.409031e-18,3.671737e-05,-7.818703e-06,5.114381e-04,-1.075746e-01,2.994734e-01,6.040653e-01
18,3.581704e-18,3.981906e-05,-1.949697e-05,5.178063e-04,2.198482e-01,-2.264985e-01,4.291200e-01
19,4.221580e-18,4.062430e-05,-1.093121e-05,5.298987e-04,3.523418e-01,-1.093300e-01,1.301118e+01
20,3.554077e-18,2.426206e-05,-9.363461e-06,5.463917e-04,-1.066178e-01,3.284974e-01,5.519101e+00
21,1.007945e-18,3.359952e-05,-1.797756e-05,5.470406e-04,1.013610e-02,-2.584247e-02,2.487844e+00
22,3.357866e-17,7.633808e-05,6.568887e-06,5.162325e-04,-2.242780e+00,-5.584610e-01,1.079972e+01
23,1.866331e-17,6.119172e-05,1.222211e-05,5.198770e-04,2.694762e+00,1.015014e+00,1.082321e+01
24,1.716753e-17,5.625170e-05,-1.698534e-06,5.045100e-04,4.150039e-02,-6.081444e-01,9.633419e+00
25,5.408742e-18,7.187910e-05,1.360249e-05,5.029370e-04,9.864681e-02,-7.883950e-01,7.978716e-01
26,2.305212e-18,6.798795e-05,8.583434e-06,5.030836e-04,3.602753e-01,1.657598e-01,7.551157e-02
27,4.287348e-18,3.593738e-05,9.373414e-06,5.072061e-04,-1.749555e-01,-1.510143e-01,4.190199e+00
28,1.694808e-18,3.196784e-05,8.528868e-06,5.190576e-04,3.917428e-01,4.420095e-01,3.639540e+00
29,2.894892e-18,2.579654e-05,1.957902e-05,5.152365e-04,7.913810e-01,-6.264736e-01,2.882183e+00
30,2.401660e-18,3.828172e-05,3.901390e-06,5.242769e-04,3.671315e-02,-1.887968e-03,1.120723e+00
31,2.570766e-19,5.078069e-06,-1.417971e-04,4.785193e-04,-2.149327e+00,1.967575e+00,1.337033e+00
32,2.059551e-17,-2.125157e-05,-1.459905e-04,4.786583e-04,1.350071e+00,6.274722e-01,2.496606e+00
33,2.563118e-17,6.980969e-06,-1.070528e-04,4.799041e-04,2.055601e-01,-6.147483e-01,2.553468e+00
34,7.605034e-18,1.169458e-05,-1.076679e-04,4.811940e-04,-1.211297e+00,2.478116e-01,7.640184e+00
35,1.650283e-18,1.196098e-05,-1.075415e-04,4.755050e-04,-1.139180e+00,4.475691e-01,8.196613e-01
36,3.456492e-19,1.953057e-06,-1.011719e-04,4.722717e-04,-1.861137e+00,-2.655179e+00,-1.042108e+00
37,3.071820e-19,-9.765321e-06,-1.230470e-04,4.785210e-04,5.574350e-01,-6.223043e-01,8.385784e+00
38,5.026352e-18,1.405718e-05,2.591051e-05,4.786093e-04,1.231700e-01,-6.831184e-01,1.392856e+00
39,4.040667e-18,2.193334e-06,2.815772e-05,4.778992e-04,-3.949666e-03,6.636111e-01,4.258452e+00
40,9.697513e-17,7.180744e-06,2.195445e-05,4.855726e-04,9.062696e-01,1.713402e+00,5.586979e+00
41,2.404463e-18,1.330452e-05,2.425884e-05,4.889982e-04,1.544163e-01,5.114274e-01,4.240701e+00
42,3.892544e-18,1.016432e-05,2.890473e-05,4.972102e-04,4.064720e-02,-1.429232e-01,1.044525e+00
43,1.315933e-18,4.686266e-06,3.515771e-05,4.917482e-04,-4.544224e-02,-3.803432e-02,2.544270e+00
44,2.703151e-18,3.938278e-06,4.143528e-05,4.851719e-04,6.211959e-01,6.181608e-01,-7.935784e-01
45,2.896881e-17,1.401371e-06,2.889435e-05,4.883376e-04,-2.249500e+00,1.779949e-01,8.064465e+00
46,5.174286e-18,2.186287e-05,3.749346e-05,4.996510e-04,1.850517e-01,-7.990682e-03,6.516504e+00
47,3.186250e-18,2.188593e-05,4.843971e-05,4.882931e-04,4.704944e-01,8.518505e-01,3.348946e+00
48,2.697877e-18,3.192043e-06,2.803394e-05,4.836456e-04,-1.571091e+00,1.303814e+00,8.562205e+00
49,5.627291e-19,1.679878e-05,4.882821e-05,4.820240e-04,7.020924e-01,6.447879e-01,7.571976e+00
50,2.161890e-18,-1.021191e-05,4.926792e-05,5.008363e-04,-1.793889e-01,-7.851253e-02,1.012188e+01
51,6.474488e-19,-1.211681e-05,4.924701e-05,4.902115e-04,3.636460e+00,-7.305935e-01,9.192407e+00
52,1.540390e-18,-1.043220e-05,4.913039e-05,4.881586e-04,1.168038e+00,-7.809626e-02,5.193641e+00
53,2.417208e-17,-4.680797e-06,4.631557e-05,5.053010e-04,-7.984498e-01,1.924795e-01,1.884589e+01
54,2.628768e-18,-6.275562e-06,2.577201e-05,4.835827e-04,-4.052540e-01,4.099620e-01,7.042471e-01
55,2.620993e-18,-2.265628e-05,1.719010e-05,4.874766e-04,6.186524e-01,1.630130e-02,-9.719064e-01
56,1.889501e-17,-3.661913e-06,1.082379e-05,4.865840e-04,4.870337e-01,4.546673e-01,1.919514e+00
57,7.608963e-19,-5.078442e-06,1.965736e-05,4.992579e-04,-1.488394e-02,-2.465065e-01,-2.900862e-02
58,6.822775e-18,-2.188201e-05,1.123134e-05,4.986444e-04,8.716348e-01,-1.164798e+00,1.426800e+01
59,4.493752e-18,-1.637960e-05,9.401166e-06,5.041345e-04,3.004683e-01,-2.759298e-01,1.868627e+01
60,5.266762e-18,-1.163747e-05,7.763937e-06,4.996000e-04,1.001437e+00,-5.569071e-01,3.002591e+00
61,6.161097e-18,-2.475443e-05,1.406188e-05,4.814746e-04,-7.375673e-01,9.441716e-02,2.648481e+00
62,2.981511e-18,-7.823732e-06,1.874846e-05,4.944992e-04,6.706592e-03,-1.812182e-01,1.602370e+00
63,2.574917e-18,-1.335502e-05,4.639881e-06,4.914077e-04,2.096633e-01,-4.401447e-01,1.543548e+00
64,7.406521e-18,-2.392559e-05,1.637964e-05,5.145122e-04,-2.009397e+00,-8.443405e-02,1.057059e+00
65,3.025510e-17,-1.265106e-05,1.577180e-05,5.131227e-04,4.246934e-01,-3.847784e-01,6.144380e+00
66,2.086863e-18,-7.812484e-06,2.043334e-05,5.236506e-04,-4.410886e-02,-8.926973e-02,7.568011e+00
67,3.447897e-17,-1.746882e-05,1.638272e-06,5.215231e-04,2.502485e-01,2.661390e-01,4.856037e+00
68,3.134895e-18,-1.171259e-05,7.810469e-06,5.227033e-04,-1.815343e-01,-1.425817e-01,5.340602e+00
69,2.778999e-18,-7.811051e-06,1.935089e-05,5.208841e-04,3.845120e-01,-9.090035e-01,9.286369e+00
70,1.240945e-16,-9.898345e-06,-2.441368e-06,5.279096e-04,-1.977319e-01,4.288228e-01,6.467558e+00
71,1.228530e-18,-1.461151e-04,1.720555e-05,4.761844e-04,-1.851501e+00,1.326363e-01,5.535900e-01
72,6.299622e-19,-1.281136e-04,-1.367169e-05,4.777443e-04,-4.681298e-01,3.588897e-01,-1.993795e+00
73,6.139085e-19,-1.496093e-04,1.561977e-05,4.738406e-04,9.433783e-02,8.833656e-01,-2.860219e+00
74,1.808725e-17,-1.426761e-04,2.236340e-05,4.812010e-04,1.590716e-02,1.429935e+00,1.816514e+00
75,2.441258e-19,-1.496096e-04,1.523449e-05,4.769629e-04,3.460735e-01,-6.609745e-01,1.538166e+00
76,3.373428e-19,-1.589855e-04,1.132734e-05,4.730589e-04,-2.216111e+00,-1.237137e+00,2.847731e-01
77,2.351734e-18,-1.583770e-04,1.162060e-05,4.803868e-04,1.417739e+00,1.542686e+00,6.273035e+00
78,3.109768e-18,-1.751240e-04,-2.487788e-06,4.793088e-04,-2.274619e-01,-3.564350e-01,3.326253e+00
79,7.418119e-19,-1.691405e-04,-5.487899e-06,4.738347e-04,9.280629e-01,4.939949e+00,-2.266715e+00
80,2.404748e-19,-1.605478e-04,-9.764609e-06,4.785200e-04,1.597936e+00,1.372359e-01,5.142033e+00
81,9.017957e-19,-1.572126e-04,-1.865688e-05,4.738401e-04,-5.375255e-01,-3.638034e-01,-5.204853e+00
82,2.111314e-17,-1.915853e-04,1.574739e-06,5.423577e-04,-1.798642e+00,2.155180e-01,1.243583e+01
83,3.565190e-17,-1.792426e-04,1.215308e-05,5.273455e-04,-4.984606e-01,4.226540e-01,3.731349e+00
84,3.264773e-17,-1.728588e-04,-1.993617e-05,5.295996e-04,-1.301862e+00,-5.056446e+00,2.039189e+01
85,2.532041e-17,-1.973629e-04,2.128045e-05,5.389310e-04,8.520387e-01,1.632153e+00,7.151468e+00
86,3.127659e-18,-1.906254e-04,1.016205e-05,5.466277e-04,1.117955e-01,1.429237e-03,7.260015e+00
87,1.078757e-18,-1.953102e-04,8.060723e-07,5.496569e-04,1.879810e-02,1.969102e-02,1.110761e+01
88,1.432099e-18,-1.929670e-04,2.279267e-05,5.358615e-04,-9.961021e-02,-2.125414e-01,4.162034e+00
89,1.107423e-18,-1.929581e-04,2.265803e-05,5.334624e-04,-4.440945e-02,-2.609347e-02,2.409471e+00
90,3.719464e-18,-1.875011e-04,1.327497e-05,5.449467e-04,3.872198e-02,2.581375e-01,1.294174e+00
91,1.377957e-17,-2.203148e-04,5.473216e-06,5.472796e-04,-1.648327e+00,2.408223e+00,1.403538e+01
92,1.058647e-16,-2.203255e-04,5.501204e-06,5.474688e-04,-1.588079e+00,2.328035e+00,1.385801e+01
93,1.063297e-16,-2.087886e-04,7.619949e-06,5.307739e-04,-9.877931e-01,-1.251878e+00,8.420508e+00
94,4.247696e-18,-2.054646e-04,1.328596e-05,5.495561e-04,7.108330e-04,1.297765e-01,1.509900e+01
95,1.957924e-18,-2.227209e-04,9.387538e-06,5.444087e-04,3.780705e-01,2.087425e-01,1.407806e+00
96,4.404993e-18,-1.742935e-04,-7.081589e-06,5.125019e-04,-4.639086e+00,-1.432196e+00,2.629958e+01
97,7.526055e-19,-1.943852e-04,7.686573e-06,5.034361e-04,-1.757937e-03,1.373691e-01,1.053631e+01
98,1.790729e-17,-1.783796e-04,1.793794e-05,5.243484e-04,-2.084867e+00,-1.332543e-01,6.995027e+00
99,6.958792e-18,-1.804675e-04,9.705908e-06,5.057574e-04,-9.009677e-03,1.461527e-01,5.356916e+00
100,3.090864e-18,-1.858956e-04,1.731360e-05,5.133071e-04,1.626855e-01,1.020130e+00,3.104516e+00
101,5.221350e-18,-1.828071e-04,1.562105e-05,5.246854e-04,1.567665e-02,-2.361781e-01,2.160465e+00
102,4.389956e-18,-1.859451e-04,1.717870e-05,5.095067e-04,6.311689e-01,-8.956627e-02,2.938719e+00
103,1.118636e-16,-2.235128e-04,5.123642e-06,5.075117e-04,1.680368e+00,-1.541806e-01,1.708657e+01
