droplet_id,volume,ux,uy,uz,vx,vy,vz
1,7.978188e-12,1.082349e-07,1.189160e-07,3.854592e-04,3.048766e-03,3.567303e-03,-6.688172e+00
2,1.004585e-18,-7.501152e-05,-1.406515e-05,4.837259e-04,1.187065e-01,-1.408745e-01,-1.229837e+00
3,1.557049e-17,-9.629426e-05,-1.900151e-05,4.965584e-04,6.147244e-01,-1.772644e+00,9.580571e+00
4,4.597059e-18,-8.277940e-05,-6.388568e-06,4.777036e-04,1.155734e+00,1.270048e+00,2.476002e+00
5,2.648405e-17,-8.886970e-05,-8.487110e-06,4.903678e-04,-4.705647e+00,-1.744262e-01,1.109205e+01
6,5.184638e-19,-8.750263e-05,-1.210852e-05,5.001218e-04,3.401499e-02,-1.205696e-01,2.938581e+00
7,3.441903e-17,-8.272433e-05,-1.584293e-05,4.993409e-04,8.750343e-01,-3.395544e+00,2.967190e+01
8,5.213072e-19,-9.804556e-05,-1.248823e-05,5.001176e-04,-2.893250e-01,-6.557770e-02,-1.744011e+00
9,4.419684e-18,-9.611194e-05,-1.954346e-05,4.891490e-04,-2.295921e-01,-9.302611e-02,7.489166e+00
10,1.191986e-18,-8.045795e-05,-1.954881e-05,4.876366e-04,1.839864e-01,-1.424653e-01,4.661330e-01
11,2.148525e-18,-1.008933e-04,-5.455085e-06,4.804191e-04,-4.626113e-01,1.741093e-01,2.222566e-01
12,1.702778e-17,-8.727930e-05,-2.423715e-05,4.952694e-04,-5.820795e-01,1.307740e-01,-3.640560e-01
13,3.085440e-18,-8.750172e-05,-5.452104e-06,4.942446e-04,5.954514e-02,-1.704787e-01,1.981468e+00
14,5.907677e-19,-8.745642e-05,-8.204979e-06,4.860872e-04,-4.030251e+00,-1.176108e-01,1.041477e+01
15,4.415286e-18,-8.549384e-05,-7.948553e-06,4.833149e-04,-1.916485e+00,-7.595557e-01,7.926009e+00
16,2.183559e-18,-8.754511e-05,-2.286948e-06,4.819099e-04,1.916954e-01,-9.819331e-01,8.015980e-02
17,1.355391e-18,-9.608472e-05,-1.952187e-05,4.790449e-04,4.121797e-01,2.941391e-01,1.612307e+00
18,2.754739e-19,-8.398522e-05,1.210885e-05,4.782587e-04,8.480524e-01,6.349037e-01,3.755016e-01
19,4.974446e-18,-8.282459e-05,1.170550e-05,4.938430e-04,2.164071e-01,7.685712e-02,8.070485e+00
20,8.254458e-19,-7.670987e-05,1.263714e-05,4.782687e-04,-6.978645e-01,8.622162e-01,-2.569000e+00
21,9.393005e-18,-9.287242e-05,1.493871e-05,4.850709e-04,8.131480e-01,1.157310e+00,-3.081549e+00
22,1.747987e-17,-9.949734e-05,3.884657e-06,5.029986e-04,-3.352726e-01,-1.594528e+00,1.382314e+00
23,1.928654e-17,-8.238373e-05,5.395804e-06,5.099561e-04,-2.117903e-01,-3.336732e+00,1.613710e+01
24,1.255051e-17,-9.248168e-05,1.608881e-05,5.071140e-04,-9.764728e-01,4.859832e-02,2.899412e+00
25,5.285720e-18,-9.106288e-05,-1.406472e-05,5.090443e-04,5.510801e-01,2.660867e-01,4.495518e+00
26,5.016006e-18,-9.922173e-05,-2.085118e-09,5.202647e-04,-2.800508e-01,6.113830e-02,1.055059e+01
27,4.210434e-18,-7.797043e-05,-1.164848e-05,5.079901e-04,-3.821343e-01,-2.570783e-01,4.508127e+00
28,1.128300e-18,-8.671925e-05,-4.675575e-06,5.225203e-04,-1.820491e-02,-2.529674e-02,5.317962e+00
29,4.304842e-18,-7.502257e-05,-1.780869e-05,5.044906e-04,-4.360549e-02,-2.484110e-01,1.282265e+00
30,2.507681e-18,-8.832747e-05,2.980071e-06,5.048421e-04,6.570403e-01,-3.392455e-01,2.262087e+01
