droplet_id,volume,mass,ux,uy,uz,vx,vy,vz
264,1.434891e-18,1.430587e-15,-6.251208e-06,1.992177e-04,5.390660e-04,-6.745542e-02,-5.807443e-03,5.797130e+00
266,4.411570e-18,4.398336e-15,-1.173046e-05,-6.562266e-05,5.306466e-04,-2.870588e-01,-8.440496e-02,9.168844e+00
267,5.320823e-19,5.304860e-16,-2.460955e-05,3.671164e-05,5.027752e-04,-1.179681e-01,-7.191001e-01,5.290335e+00
268,4.494752e-17,4.481268e-14,1.705055e-05,-1.420782e-04,5.126082e-04,1.224550e+00,5.698866e-01,2.019038e+00
269,2.742955e-18,2.734726e-15,-1.281240e-04,-1.563331e-05,5.353848e-04,-2.337633e-01,2.618895e-01,5.199749e+00
270,1.995995e-16,1.990007e-13,1.153637e-05,2.067612e-04,5.317589e-04,1.965687e-01,-2.924720e-01,4.428194e+00
272,8.667222e-17,8.641220e-14,-5.534313e-06,-6.514936e-05,5.252507e-04,1.880481e-01,-8.349579e-01,1.032639e+01
273,9.037472e-19,9.010360e-16,4.519001e-06,7.801752e-05,4.917898e-04,4.137494e-01,1.760679e-01,1.445156e+01
274,1.616746e-17,1.611896e-14,-9.224991e-06,-1.164825e-04,5.134503e-04,1.349179e+00,6.497021e-01,3.325034e+00
275,4.348304e-18,4.335259e-15,-1.226591e-04,1.406351e-05,4.957205e-04,-9.945895e-02,-1.035863e-01,1.593103e+00
276,3.759623e-17,3.748345e-14,9.660139e-06,2.067553e-04,5.425040e-04,-1.950098e-01,-3.724385e-01,8.511763e+00
279,1.236889e-17,1.233179e-14,2.426728e-05,6.175119e-05,4.982141e-04,4.803475e-03,3.542663e-02,1.707071e+00
280,1.603352e-18,1.598542e-15,3.888705e-06,-1.522144e-04,5.256620e-04,-4.671503e-01,2.650942e-01,2.717811e+00
281,2.220070e-18,2.213409e-15,-1.312400e-04,-1.799489e-05,5.381115e-04,2.702647e-01,-5.272222e-01,-1.075112e+00
282,1.068647e-18,1.065441e-15,1.245637e-05,2.281093e-04,5.194157e-04,-5.657224e-01,-6.203403e-03,4.616756e+00
284,3.197350e-18,3.187757e-15,3.892347e-06,-3.203468e-05,4.975854e-04,-2.056988e+00,-6.227193e-02,2.114196e+00
285,3.012276e-18,3.003239e-15,4.679602e-06,4.921664e-05,5.007460e-04,-2.691462e-01,2.968901e-02,3.785827e+00
286,5.869280e-18,5.851672e-15,1.092389e-05,-1.179477e-04,4.975500e-04,3.611918e-02,-7.494703e-02,8.123616e+00
287,2.814784e-18,2.806340e-15,-1.343711e-04,1.562901e-05,5.199385e-04,1.256760e-02,3.627424e-02,1.307220e+01
288,1.493769e-17,1.489288e-14,9.726344e-06,2.114066e-04,5.332133e-04,-1.458694e-02,-7.323343e-01,5.632942e+00
290,3.064958e-17,3.055763e-14,2.106239e-05,-1.391534e-05,5.204215e-04,6.530461e-02,3.204922e-01,7.229328e+00
291,6.763455e-18,6.743164e-15,4.634292e-06,7.811349e-05,4.870940e-04,1.582808e-01,-2.134419e-02,1.010006e+01
292,2.353887e-18,2.346825e-15,-1.718867e-05,-1.179706e-04,5.265820e-04,2.766855e-02,-2.827163e-02,3.157989e+00
293,5.042500e-18,5.027373e-15,-1.187499e-04,-6.251749e-06,5.087565e-04,1.400888e-02,4.213503e-01,4.629612e+00
294,2.785871e-18,2.777514e-15,-1.404479e-05,2.179822e-04,5.228092e-04,3.818372e-01,2.278564e-01,3.127790e+00
296,4.782758e-18,4.768410e-15,7.818554e-06,-1.406020e-05,5.079263e-04,-8.211885e-02,-8.541697e-02,6.600111e+00
297,1.312104e-17,1.308168e-14,5.754186e-06,1.878186e-05,5.310913e-04,-2.398563e+00,-1.994671e+00,8.675451e+00
298,2.169568e-18,2.163060e-15,-1.251070e-05,-1.070333e-04,5.480712e-04,-1.315623e-01,3.630594e-02,7.395435e-02
299,7.966831e-19,7.942930e-16,-1.264174e-04,-1.261948e-05,5.262169e-04,1.420882e-01,1.594869e-01,2.052831e+00
300,2.735215e-18,2.727010e-15,1.092480e-05,2.171839e-04,5.257477e-04,-7.533247e-01,-3.617980e-01,1.744440e+01
302,1.207990e-17,1.204366e-14,1.404785e-06,-1.239364e-05,5.023940e-04,-8.879202e-02,2.376049e-02,9.867992e+00
303,2.774321e-17,2.765998e-14,-4.013242e-06,4.393758e-06,5.465944e-04,7.265855e-01,-5.729565e-01,9.478659e+00
304,5.320020e-18,5.304060e-15,-8.892263e-06,-1.221503e-04,5.179074e-04,-1.796958e-01,5.801601e-01,1.940017e+01
305,2.565677e-17,2.557980e-14,-1.047121e-04,1.645010e-05,4.935226e-04,2.370366e+00,1.858241e+00,1.569120e+01
306,4.736655e-18,4.722445e-15,6.659149e-06,2.390151e-04,5.082196e-04,5.570203e-01,4.081544e-02,7.561697e+00
308,9.609930e-18,9.581100e-15,5.663698e-06,-1.034101e-05,5.063756e-04,-1.614358e+00,-4.006357e-01,7.156093e+00
309,2.419976e-18,2.412716e-15,1.640789e-05,2.499516e-05,5.302262e-04,-6.326810e-02,-2.234599e-02,4.763103e+00
310,2.271442e-17,2.264628e-14,2.908863e-06,-1.081911e-04,4.983997e-04,-6.217390e+00,2.711475e+00,1.831488e+01
311,5.188681e-18,5.173115e-15,-1.407189e-04,1.992194e-05,5.192045e-04,-7.458680e-01,1.839159e-01,6.488934e+00
312,2.227498e-17,2.220815e-14,-1.958315e-05,2.186370e-04,5.207746e-04,3.663284e-01,2.012445e-01,6.447663e-01
314,4.808478e-17,4.794052e-14,1.255503e-05,-1.656363e-05,5.057101e-04,1.000717e+00,9.503811e-01,2.825834e+00
315,2.507536e-17,2.500013e-14,2.276084e-05,1.714526e-05,5.257584e-04,1.275453e-01,-2.666200e-01,8.101013e+00
316,9.052518e-19,9.025361e-16,1.328997e-05,-1.554667e-04,5.420159e-04,1.168180e-01,8.157597e-02,1.745836e+00
317,2.524890e-18,2.517316e-15,-1.570288e-04,1.408043e-05,5.395834e-04,-5.309693e-01,8.915402e-02,4.813678e+00
318,4.060664e-18,4.048482e-15,9.094277e-06,2.203447e-04,5.228663e-04,-2.621034e+00,-3.997210e-01,1.117781e+01
321,6.646577e-18,6.626638e-15,-1.303706e-05,3.856156e-05,5.038609e-04,-4.285294e-02,-2.320270e+00,4.770074e+00
322,9.490156e-19,9.461685e-16,1.327996e-05,-1.554597e-04,5.434345e-04,-4.446857e-02,2.289464e-03,3.336100e+00
323,2.616192e-17,2.608344e-14,-1.547168e-04,1.047637e-05,5.374118e-04,2.080836e+00,-1.785185e-01,1.588517e+01
324,3.687682e-18,3.676619e-15,1.403355e-05,2.452776e-04,5.036047e-04,-4.657566e-01,-3.797085e-03,2.790700e-01
326,1.206133e-18,1.202514e-15,-1.249921e-05,-4.139545e-05,4.769927e-04,1.157586e-01,-4.965426e-02,-7.291950e-01
327,1.250593e-18,1.246842e-15,-2.344157e-05,9.380132e-06,5.312164e-04,5.511587e-02,-7.732096e-02,7.566565e+00
328,3.983066e-18,3.971117e-15,3.124931e-06,-1.414109e-04,5.432697e-04,-3.296556e-01,-1.298512e-01,5.360148e+00
329,6.718088e-17,6.697934e-14,-1.465845e-04,4.839161e-06,5.249042e-04,9.987353e-01,-7.569737e-04,1.054773e+01
330,1.051057e-18,1.047904e-15,-7.930642e-07,2.390606e-04,5.057150e-04,2.255999e-01,3.589703e-02,8.553803e+00
332,3.005933e-18,2.996916e-15,1.952138e-05,-1.717433e-05,5.122471e-04,4.719246e-01,-5.259117e-01,8.115215e+00
333,2.495128e-17,2.487642e-14,-2.410942e-05,3.458966e-05,4.974251e-04,1.249945e-01,1.884052e-01,2.548547e+00
334,3.921024e-18,3.909261e-15,1.016825e-05,-1.562545e-04,5.362693e-04,5.863467e-02,-6.690802e-03,5.342315e+00
335,1.147965e-18,1.144522e-15,-1.398468e-04,4.684074e-06,5.209164e-04,1.074654e-02,4.406459e-02,6.364143e+00
336,8.175814e-17,8.151287e-14,-5.524747e-06,1.924581e-04,5.331896e-04,-1.099708e+00,5.177397e-01,7.334763e+00
338,2.351706e-18,2.344650e-15,-1.244795e-05,-4.838811e-05,4.780188e-04,6.211149e-02,1.136938e+00,9.683813e-01
339,1.435945e-16,1.431637e-13,8.137801e-06,4.946612e-05,4.945319e-04,-5.888685e-01,-7.223503e-01,5.256517e+00
340,8.446321e-18,8.420982e-15,1.719522e-05,-1.269498e-04,4.969251e-04,4.299051e-01,1.127946e+00,5.758124e-01
341,3.740553e-17,3.729331e-14,-1.277774e-04,3.389318e-06,5.027654e-04,1.080314e+00,-8.821619e-01,6.509867e+00
342,6.669153e-18,6.649145e-15,-1.064293e-05,2.359354e-04,5.033366e-04,-7.598446e-02,-2.431160e-01,3.457106e+00
344,3.272621e-17,3.262803e-14,-1.496459e-05,-5.909913e-05,4.898843e-04,2.335724e+00,-2.240597e+00,6.272509e+00
345,1.729782e-18,1.724593e-15,-2.350215e-06,6.027795e-05,4.876720e-04,2.154251e-02,-1.661524e-01,8.109555e-01
346,9.708712e-18,9.679586e-15,7.769310e-06,-1.257789e-04,5.026944e-04,-5.754985e-01,-2.987496e-05,6.628946e+00
347,5.333181e-18,5.317181e-15,-1.343392e-04,1.562364e-05,5.014326e-04,-4.127553e-01,-5.882717e-02,6.917407e+00
348,2.250265e-17,2.243514e-14,1.541349e-05,2.092414e-04,5.310085e-04,2.837327e-01,4.573945e-01,8.047947e+00
350,1.127161e-17,1.123780e-14,1.250376e-05,-2.384431e-05,5.043465e-04,3.166187e-01,3.648165e+00,5.951731e+00
351,2.334638e-18,2.327634e-15,-1.014696e-05,4.922178e-05,4.945423e-04,2.710539e-01,-5.998478e-02,1.050443e+01
352,1.083456e-16,1.080206e-13,7.413588e-06,-1.577565e-04,5.232039e-04,-4.230396e-01,-6.699401e-01,9.305045e+00
353,1.717730e-18,1.712577e-15,-1.115807e-04,1.653691e-05,4.928317e-04,1.384936e+00,-9.674865e-01,5.147763e+00
354,5.028566e-18,5.013480e-15,1.568444e-06,2.195324e-04,5.171538e-04,-3.810470e-01,6.220249e-01,1.209844e+01
356,8.564980e-18,8.539285e-15,7.171372e-06,-2.501172e-05,4.909972e-04,5.072746e-01,-1.691591e-01,8.342218e+00
357,5.084266e-19,5.069013e-16,1.174005e-05,9.726444e-05,4.832316e-04,8.484085e-02,-8.878505e-02,1.753835e+00
359,7.606961e-18,7.584140e-15,-1.429176e-04,-1.129993e-05,5.352868e-04,-8.128063e-01,5.045832e-01,8.730876e+00
360,7.059302e-18,7.038124e-15,-7.783813e-07,2.043187e-04,5.201278e-04,-2.611621e-01,-1.026985e+00,6.672819e+00
362,2.486966e-17,2.479505e-14,7.173967e-06,-2.981972e-05,4.872305e-04,-4.161476e-01,2.293132e-01,7.907901e+00
363,1.911000e-18,1.905267e-15,2.259685e-05,8.509667e-05,4.825944e-04,6.822880e-01,-9.697470e-01,9.359228e+00
364,2.083693e-18,2.077442e-15,-2.339317e-06,-1.335878e-04,5.197319e-04,-9.525225e-02,9.402415e-02,3.201722e+00
365,3.430875e-17,3.420582e-14,-1.274951e-04,-1.152608e-05,5.231942e-04,1.405932e-01,-7.727368e-01,6.606575e+00
366,9.564269e-18,9.535576e-15,-2.184155e-06,1.878773e-04,5.416291e-04,-5.973155e-02,1.707646e+00,5.601661e+00
368,1.204576e-17,1.200962e-14,2.425737e-05,-2.876597e-05,4.984611e-04,-2.376195e-02,-1.998610e-02,1.606738e+00
369,2.913878e-18,2.905137e-15,1.717316e-05,9.689395e-05,4.765457e-04,-1.477142e-01,-8.680804e-01,-2.005682e-02
370,4.263873e-18,4.251081e-15,9.375781e-06,-1.562453e-04,5.448112e-04,1.642953e-01,1.174373e-01,6.352081e+00
371,1.429648e-17,1.425359e-14,-9.881320e-05,7.494758e-06,4.995676e-04,-3.520591e-01,-1.676203e+00,1.842661e+00
372,5.841457e-17,5.823933e-14,2.381848e-05,2.325635e-04,4.974378e-04,-1.608773e-02,-8.057213e-02,7.636397e-01
374,3.139373e-18,3.129955e-15,-1.561836e-05,-6.562602e-05,4.976230e-04,-5.488881e-02,3.300694e-02,7.631837e-01
375,9.840722e-17,9.811200e-14,-6.531380e-06,7.733316e-05,4.801748e-04,-5.234068e-01,1.930514e+00,1.213058e+00
376,9.940721e-18,9.910899e-15,-3.905743e-06,-1.264983e-04,5.089706e-04,-2.284625e-02,3.462937e-01,1.333991e+01
377,2.194498e-17,2.187915e-14,-1.346906e-04,2.412885e-05,4.918346e-04,-8.190190e-03,4.073606e-02,1.440844e+00
378,3.100227e-18,3.090926e-15,-1.725565e-05,2.070256e-04,5.223840e-04,2.943725e-02,-9.403664e-02,1.682729e+00
380,4.319877e-18,4.306918e-15,-3.129151e-06,-6.327704e-05,5.049878e-04,-2.696464e-01,-3.783614e-02,5.525226e+00
381,5.169594e-18,5.154085e-15,1.153649e-05,4.061984e-05,5.057470e-04,-3.086259e-01,3.685093e-03,1.417813e+00
382,4.058555e-18,4.046379e-15,8.714459e-06,-1.390624e-04,5.056135e-04,-1.086945e+00,4.155895e-02,2.692666e+00
383,4.619681e-18,4.605822e-15,-1.476616e-04,-1.406551e-05,5.427256e-04,2.883963e-01,-4.472125e-01,1.041157e+01
384,2.685059e-18,2.677004e-15,7.847255e-06,2.171836e-04,5.160247e-04,-6.901618e-01,-2.017732e-01,1.422964e+01
386,3.743455e-18,3.732225e-15,2.102244e-05,-1.247924e-05,5.108233e-04,-3.005170e-01,1.294146e-02,5.067466e+00
387,4.571878e-18,4.558163e-15,2.713424e-06,2.188226e-05,5.166846e-04,1.383439e+00,5.035520e-04,3.418754e+00
388,8.715843e-17,8.689695e-14,2.365758e-05,-1.382878e-04,4.914883e-04,-8.721010e-03,-1.734028e-02,7.777321e-01
389,5.894031e-18,5.876349e-15,-1.272863e-04,-1.084289e-05,5.130818e-04,-1.377074e-01,8.662215e-01,3.980775e+00
390,1.036089e-18,1.032981e-15,3.915004e-07,2.286926e-04,5.114532e-04,-7.241205e-01,4.976734e-01,2.200662e+01
392,1.386294e-17,1.382135e-14,-1.391634e-05,-5.530998e-05,4.808860e-04,-2.584179e+00,6.520319e-01,1.892760e+00
393,8.381884e-19,8.356738e-16,2.208201e-06,9.155587e-05,4.785503e-04,-1.029807e+00,3.138124e+00,3.538673e+00
394,4.898719e-17,4.884022e-14,2.532700e-06,-1.413142e-04,5.121520e-04,-1.101534e-01,2.487421e-01,7.011164e+00
395,2.655041e-17,2.647076e-14,-1.255242e-04,-6.522540e-06,5.052716e-04,8.383327e-01,-1.518826e+00,5.139014e+00
396,4.734320e-17,4.720117e-14,-2.389714e-05,2.424260e-04,4.958791e-04,-3.793182e-02,-9.521441e-02,1.034345e+00
398,2.676675e-17,2.668645e-14,6.883791e-06,-3.830948e-05,4.853277e-04,1.249131e-01,3.921656e+00,1.094843e+01
399,1.404004e-17,1.399792e-14,1.811927e-05,5.818272e-05,4.925600e-04,-7.617862e-01,-2.183714e+00,5.086668e+00
400,6.341885e-17,6.322859e-14,-1.141698e-05,-1.475413e-04,5.270440e-04,-3.073631e+00,-2.070584e+00,8.823516e+00
401,2.849280e-18,2.840732e-15,-1.335953e-04,1.562170e-05,4.937885e-04,1.365973e+00,-3.024673e-01,5.002432e+00
402,5.653783e-18,5.636822e-15,3.122316e-06,1.882810e-04,5.457525e-04,3.033255e-02,-4.307913e-01,5.595506e+00
404,4.761765e-17,4.747480e-14,1.247948e-05,-4.025011e-05,4.956259e-04,-2.285284e-01,-2.050968e+00,5.213675e+00
405,1.106831e-17,1.103510e-14,-1.796323e-05,4.457236e-06,5.344220e-04,7.655087e-02,-3.832493e-01,1.001128e+01
406,4.272817e-18,4.259998e-15,3.132240e-06,-1.187545e-04,4.949049e-04,2.748574e-01,-4.512377e-02,1.439069e+00
408,6.659473e-18,6.639495e-15,1.875052e-05,2.207642e-04,5.079254e-04,-2.640548e-01,4.384447e-01,3.200752e+00
410,1.577596e-17,1.572863e-14,1.848306e-05,-2.442313e-05,4.980490e-04,-3.382065e-01,1.174472e+00,1.046585e+01
411,2.223198e-17,2.216528e-14,4.014840e-06,2.141501e-05,5.130146e-04,1.964818e+00,-1.678311e+00,4.430770e+00
412,9.152738e-17,9.125280e-14,-7.765943e-06,-1.114134e-04,5.017941e-04,5.892794e-02,1.250265e-01,2.876474e+00
413,7.926548e-18,7.902768e-15,-1.226646e-04,-1.566089e-05,5.107880e-04,1.577949e-01,3.645569e-01,2.075698e+01
414,3.028047e-17,3.018963e-14,-1.538122e-05,1.972711e-04,5.231860e-04,2.728566e-01,2.562862e-01,6.214365e+00
416,2.800397e-18,2.791995e-15,1.953557e-05,-1.718531e-05,5.014845e-04,-7.454485e-02,1.612930e-01,5.123547e+00
417,1.419970e-18,1.415710e-15,1.875054e-05,9.061129e-05,4.785550e-04,1.582795e-01,-1.437904e-01,2.481405e+00
418,3.398380e-18,3.388185e-15,4.663565e-06,-1.117323e-04,4.906491e-04,-4.172687e+00,1.484261e+00,1.408334e+01
419,2.667550e-18,2.659548e-15,-1.000537e-04,2.030928e-05,4.836783e-04,-7.936152e-01,-7.456476e-02,6.453075e+00
420,2.374084e-18,2.366962e-15,-8.592502e-06,2.289075e-04,5.054380e-04,-3.990111e-01,4.615784e-02,8.819787e+00
422,1.812933e-18,1.807494e-15,-1.167069e-05,-6.945592e-05,5.043488e-04,7.918416e-01,2.467292e-01,8.701715e+00
423,2.084987e-17,2.078732e-14,8.305322e-06,2.951265e-05,5.090471e-04,-6.432697e-01,1.477105e-01,4.243537e+00
424,3.573346e-18,3.562625e-15,-3.908621e-06,-1.351614e-04,5.132924e-04,2.996521e-02,4.351050e-02,4.431084e+00
425,4.321576e-18,4.308611e-15,-1.071235e-04,1.659132e-05,4.861183e-04,-1.652212e+00,-1.191830e+00,1.166916e+01
426,8.417415e-19,8.392163e-16,1.235266e-05,2.279826e-04,5.088055e-04,-1.757609e-01,2.083002e-01,2.790433e+00
428,2.262901e-18,2.256112e-15,1.176922e-05,-2.875800e-05,4.934545e-04,-5.376341e-01,-6.325351e-02,6.878641e+00
429,5.378624e-18,5.362489e-15,2.188761e-05,3.751970e-05,4.958395e-04,3.448908e-02,-2.010237e-01,7.079176e+00
430,2.737030e-18,2.728819e-15,-7.804117e-06,-1.304612e-04,5.272579e-04,7.818514e-02,-4.910275e-02,8.106216e+00
431,1.939221e-17,1.933403e-14,-1.038101e-04,2.148093e-05,4.782670e-04,-4.822752e-01,5.589317e-01,1.804211e+00
432,1.071109e-18,1.067895e-15,-2.339846e-06,2.148369e-04,5.095232e-04,-2.802239e-02,9.378012e-02,4.794683e+00
434,6.151965e-19,6.133509e-16,-5.860513e-06,-2.539090e-05,4.797168e-04,4.957309e-01,-1.341134e+00,9.303444e+00
435,2.589754e-17,2.581984e-14,-2.196199e-05,3.962512e-05,4.897714e-04,-8.723635e-01,-1.265399e+00,2.384521e+00
436,6.152565e-16,6.134107e-13,-3.303033e-06,-1.625501e-04,5.255189e-04,5.330616e-01,-3.632372e-01,5.047048e+00
437,1.389320e-17,1.385152e-14,-1.550509e-04,-2.186736e-05,5.450083e-04,-1.951381e-01,-2.459612e-01,4.476323e+00
438,1.031390e-17,1.028296e-14,1.576115e-06,2.195299e-04,5.071023e-04,6.102363e-02,-2.890012e-01,1.003111e+01
440,2.225568e-17,2.218891e-14,1.204718e-06,-3.816619e-05,4.767107e-04,2.286105e-01,3.897562e-01,2.206527e+00
441,1.850372e-18,1.844821e-15,-1.634046e-05,6.099855e-05,4.839116e-04,-1.223308e-02,-2.736779e-01,4.096614e+00
442,2.250344e-18,2.243593e-15,1.562367e-05,-1.718691e-04,5.338134e-04,2.828180e-02,-1.560069e-02,4.035087e+00
443,3.955975e-18,3.944107e-15,-1.476750e-04,-1.326256e-05,5.287162e-04,1.317148e-01,2.044366e-03,7.949162e+00
444,3.294774e-18,3.284889e-15,-7.816186e-07,2.078125e-04,5.114347e-04,3.383115e-01,7.937727e-02,8.327187e+00
446,5.400100e-17,5.383900e-14,-2.872398e-07,-5.277156e-05,4.890732e-04,-1.541977e+00,-3.971971e-01,5.551065e+00
447,2.918260e-18,2.909506e-15,1.640106e-05,6.485423e-05,4.812882e-04,-2.739362e-01,8.730272e-02,-1.009799e+00
448,7.028091e-17,7.007006e-14,-2.375078e-05,-1.196349e-04,4.934537e-04,-6.750435e-02,-1.413616e-02,7.679965e-01
449,3.277263e-17,3.267432e-14,-1.534888e-04,-7.332586e-07,5.250318e-04,-1.790653e-01,1.349337e+00,3.594266e+00
450,2.639618e-18,2.631699e-15,7.776792e-07,2.281333e-04,5.068879e-04,8.109808e-01,-3.055576e+00,1.657732e+01
452,1.340564e-17,1.336542e-14,-2.427360e-05,-6.735365e-05,4.843083e-04,2.752302e-03,-2.565209e-02,1.589014e+00
453,4.754089e-18,4.739827e-15,-6.249407e-06,5.547117e-05,4.815582e-04,4.272017e-01,7.389887e-02,2.309652e+00
454,1.265963e-16,1.262165e-13,-1.545088e-05,-1.178758e-04,4.968200e-04,-3.012270e-01,7.661489e-01,2.564959e+00
455,1.090695e-17,1.087423e-14,-1.335947e-04,1.554056e-05,4.868625e-04,3.938873e-01,-2.053265e-02,3.498521e+00
456,3.076817e-18,3.067587e-15,9.309916e-06,1.906285e-04,5.422515e-04,1.348646e-01,1.794658e-02,2.341872e+00
458,8.486206e-18,8.460747e-15,1.719144e-05,-5.351039e-05,5.020950e-04,-3.070530e-01,3.100922e+00,6.929784e+00
459,2.198286e-18,2.191691e-15,-5.454970e-06,6.075779e-05,4.733577e-04,1.785015e-01,2.113269e+00,-1.619397e+00
460,6.270758e-17,6.251945e-14,-1.497587e-05,-1.269584e-04,5.280790e-04,-2.044130e-01,1.053160e+00,9.293344e+00
461,2.231779e-18,2.225084e-15,-1.398344e-04,4.689772e-06,5.099352e-04,-2.076393e-01,1.430075e-02,6.038335e+00
462,1.618232e-17,1.613377e-14,-1.864328e-05,2.248426e-04,4.987062e-04,-1.535065e+00,2.481144e-01,4.471160e+00
464,2.813976e-18,2.805535e-15,7.942745e-06,-3.046262e-05,4.834483e-04,9.432365e-02,-1.542100e+00,1.033274e+01
465,4.169434e-18,4.156926e-15,-1.097444e-05,4.921155e-05,4.895477e-04,-1.890581e-01,-2.261518e-01,8.780323e+00
466,2.493688e-18,2.486207e-15,-1.174629e-05,-1.255253e-04,5.310554e-04,-5.079735e+00,1.587625e-01,2.104772e+01
467,2.960570e-18,2.951689e-15,-1.421743e-04,7.809601e-06,5.107329e-04,-7.284857e-02,4.252749e-01,5.944403e+00
470,4.614582e-18,4.600738e-15,6.250418e-06,-4.999955e-05,4.932260e-04,-3.908723e-02,3.906214e-01,3.219714e-01
471,5.784624e-18,5.767270e-15,2.522801e-06,9.192244e-05,4.734470e-04,-1.145283e+00,2.615423e+00,-3.823278e-01
472,2.561408e-18,2.553723e-15,7.815703e-06,-1.304804e-04,4.929442e-04,2.294349e-02,3.534738e-01,-1.550287e-01
473,3.001755e-18,2.992750e-15,-1.446283e-04,8.682959e-06,5.127047e-04,2.772629e-02,-2.166561e-01,5.385735e+00
474,1.259272e-18,1.255494e-15,-2.109447e-05,1.734351e-04,5.441842e-04,3.884074e-02,4.276705e-02,-2.770050e-01
478,4.427884e-18,4.414600e-15,-3.126426e-06,-1.265632e-04,5.033641e-04,2.147162e-02,3.787727e-01,1.144750e+01
479,8.782825e-17,8.756476e-14,-1.072337e-04,1.107807e-07,4.958441e-04,1.179555e-01,-2.086760e+00,3.440075e+00
480,3.225128e-18,3.215452e-15,1.641181e-05,2.496097e-04,4.929189e-04,9.930423e-04,-5.144737e-02,9.025200e+00
482,7.298401e-18,7.276506e-15,7.758509e-06,-2.486449e-05,4.804730e-04,-6.836969e-02,-8.892524e-01,5.752874e+00
483,1.066424e-16,1.063224e-13,-2.738147e-06,-2.374913e-06,5.408209e-04,2.793079e-01,2.458687e-01,7.955010e+00
484,3.347887e-18,3.337844e-15,1.014593e-05,-1.640621e-04,5.122873e-04,-1.316060e-01,-8.771900e-02,-4.638928e-01
485,4.685477e-18,4.671421e-15,-1.086168e-04,8.598536e-06,4.934834e-04,-1.383526e-02,-3.298143e-01,7.433837e-01
486,2.761196e-18,2.752912e-15,2.661378e-06,2.172998e-04,5.079133e-04,-2.478120e+00,1.285670e+00,1.082639e+01
488,1.508781e-18,1.504255e-15,-1.161478e-05,-6.568393e-05,4.916897e-04,5.110953e-01,1.725144e-01,5.826070e+00
489,5.763499e-17,5.746208e-14,7.142412e-06,3.649887e-05,5.026935e-04,-1.315686e+00,-6.204022e-01,6.178182e+00
490,2.865603e-18,2.857006e-15,7.819151e-07,-1.234366e-04,4.976809e-04,1.192830e-02,1.020209e-01,-3.153737e-01
491,3.008518e-18,2.999492e-15,-1.046483e-04,1.403140e-05,4.870442e-04,-2.626312e-01,-2.176335e-01,9.840970e+00
492,9.419548e-19,9.391289e-16,1.250446e-05,1.906397e-04,5.413453e-04,-3.635610e-02,1.398818e-01,4.138678e+00
494,9.493752e-18,9.465271e-15,-1.212836e-05,-7.125971e-05,4.954766e-04,3.896423e-01,-1.335457e+00,1.169768e+01
495,6.842108e-18,6.821582e-15,2.109074e-05,1.796655e-05,5.065254e-04,-2.570766e-02,-2.537550e-02,4.740716e+00
496,1.016673e-18,1.013623e-15,5.861997e-06,-1.116032e-04,4.845279e-04,-1.860519e+00,8.759500e-01,7.149008e+00
497,1.857717e-18,1.852144e-15,-1.046914e-04,1.404821e-05,4.894761e-04,-2.485010e-01,1.754874e-01,1.179072e+01
498,2.210309e-17,2.203678e-14,-1.019757e-05,2.331318e-04,4.959037e-04,1.186122e+00,-1.571513e-01,8.068504e+00
500,2.849992e-18,2.841442e-15,-1.332730e-05,-6.643487e-05,4.884387e-04,6.619221e-01,5.513189e-01,8.879027e+00
501,9.736677e-19,9.707467e-16,1.497836e-05,4.595442e-05,4.925940e-04,4.197945e-03,-1.021564e-01,-2.152890e+00
502,2.379209e-17,2.372072e-14,6.856996e-06,-1.066841e-04,4.783830e-04,2.589438e-01,-6.841054e-01,2.582244e+00
503,2.274786e-17,2.267961e-14,-1.516801e-04,1.627375e-05,5.146931e-04,-4.897604e-01,1.239281e+00,5.584290e+00
504,1.562867e-17,1.558178e-14,1.236929e-06,2.275770e-04,5.029329e-04,3.745013e-01,-4.327840e-01,1.487628e+01
506,2.062722e-18,2.056534e-15,-1.322899e-05,-6.958446e-05,4.907416e-04,-8.577332e-01,3.258483e-01,1.045642e+01
507,1.388800e-17,1.384634e-14,1.686992e-05,5.337771e-05,4.922139e-04,-1.482978e-01,1.137136e+00,1.223640e+01
509,1.441003e-18,1.436680e-15,-1.406184e-04,-9.372115e-06,5.172204e-04,-4.219269e-02,2.276099e-02,2.169304e+00
510,3.603782e-17,3.592971e-14,-1.220424e-05,1.747902e-04,5.451835e-04,-1.683976e+00,3.512604e+00,2.163038e+01
512,8.793395e-18,8.767014e-15,2.345865e-06,-1.245690e-05,4.890144e-04,-5.082890e-01,-2.299610e-01,5.532577e+00
513,3.612357e-18,3.601520e-15,2.187017e-05,2.344053e-06,5.355114e-04,3.168652e-01,4.925222e-02,3.946358e+00
514,4.953753e-19,4.938892e-16,-1.445610e-05,-1.046922e-04,4.879215e-04,-2.652591e-01,-1.957686e-01,1.169438e+00
515,9.623349e-19,9.594479e-16,-1.476638e-04,-1.328351e-05,5.247229e-04,8.312035e-02,9.638370e-02,5.907240e+00
516,1.812551e-16,1.807114e-13,1.612763e-05,1.958432e-04,5.220479e-04,3.623625e-01,4.569914e-01,6.241799e+00
518,1.474077e-16,1.469655e-13,1.145194e-05,9.289882e-07,4.891366e-04,-1.503524e+00,-1.923962e-01,7.442201e+00
519,1.588403e-17,1.583638e-14,-1.766613e-05,5.533045e-05,4.786776e-04,9.289907e-01,-4.308422e-01,1.238422e+00
