droplet_id,volume,ux,uy,uz,vx,vy,vz
1,7.991273e-12,6.961528e-08,1.832089e-08,3.853505e-04,-1.461533e-03,2.635222e-03,-1.631594e+00
2,2.766030e-17,-1.331406e-05,-1.739332e-04,4.775986e-04,6.064723e-01,-8.447849e-01,1.139774e+00
3,5.844904e-17,-7.018129e-06,-1.719781e-04,4.532871e-04,-2.765499e-01,3.031038e-01,-1.466610e+00
4,1.154626e-18,4.481909e-06,-1.963037e-04,4.732326e-04,-3.663733e+00,-9.415687e-01,-4.065415e+00
5,5.407898e-19,5.078107e-06,-1.792968e-04,4.729994e-04,1.457673e+00,-6.545334e-01,-3.440270e+00
6,2.428109e-18,1.177105e-05,-2.000063e-04,4.730373e-04,-2.443741e+00,9.981845e-02,-2.335503e+00
7,7.782570e-19,1.289069e-05,-1.998740e-04,4.755028e-04,-1.689783e+00,2.071421e-01,-1.219044e+00
8,1.174430e-18,9.381043e-06,-2.085968e-04,4.734021e-04,3.523639e-01,-5.265041e-01,-1.531362e+00
9,5.570169e-19,9.765320e-06,-2.085444e-04,4.679349e-04,-1.270653e-01,-2.120981e+00,-8.130745e+00
10,2.426861e-19,-5.858672e-06,-2.105469e-04,4.702765e-04,9.617512e-01,-3.402750e+00,3.153206e+00
11,6.473490e-19,-3.906020e-07,-2.035156e-04,4.730007e-04,2.383703e-01,1.839259e+00,6.102143e-02
12,2.301032e-18,-1.322841e-05,-6.958579e-05,4.947285e-04,3.351536e-01,3.935259e-02,1.018991e+01
13,1.311766e-17,-2.426405e-05,-6.733294e-05,4.835111e-04,-8.168192e-03,-2.074431e-02,-1.753244e+00
14,2.540807e-19,6.642235e-06,-6.367204e-05,4.819876e-04,-1.122144e+00,3.985025e-01,5.207812e+00
15,3.170531e-18,1.393837e-05,-7.136231e-05,5.021972e-04,-1.559643e-01,1.405181e+00,1.095967e+00
16,1.115156e-18,1.953523e-06,-7.442660e-05,4.798486e-04,4.373636e-02,-3.320372e+00,4.197978e+00
17,1.146818e-18,2.464397e-06,-6.445309e-05,4.794082e-04,1.937542e+00,1.286663e+00,6.176209e+00
18,2.598677e-17,1.441086e-05,-9.286198e-05,4.823887e-04,1.511532e+00,-8.422444e-02,7.668660e-01
19,1.199973e-18,5.463640e-06,-9.764825e-05,4.913474e-04,-2.318133e-01,2.443631e-01,1.959841e+00
20,5.696403e-18,1.013011e-05,-8.984285e-05,5.007198e-04,-5.034037e-01,3.190812e-02,3.476961e+00
