droplet_id,volume,ux,uy,uz,vx,vy,vz
1,7.974811e-12,7.647915e-08,6.227611e-08,3.869860e-04,2.216289e-03,3.863901e-03,-5.697419e+00
2,6.219315e-17,-3.142083e-05,5.130460e-06,5.376044e-04,1.384787e-01,1.311669e-01,5.229932e+00
3,3.835153e-17,-4.555560e-05,1.304667e-05,5.392307e-04,-3.375812e-01,2.519955e-01,6.648117e+00
4,2.719135e-18,-3.827898e-05,1.875916e-05,5.316082e-04,-1.217649e-02,-3.151857e-01,7.662446e+00
5,4.324286e-18,-3.277400e-05,1.328582e-05,5.328252e-04,2.629819e-01,-7.145271e-02,7.366397e+00
6,1.092828e-18,-3.828340e-05,1.875887e-05,5.433999e-04,-1.289156e-02,-4.398107e-02,4.757622e-01
7,1.183543e-18,-4.138753e-05,1.642324e-05,5.384009e-04,1.929772e-01,2.197140e-01,2.753943e+00
8,1.661170e-18,-3.828193e-05,1.860971e-05,5.352767e-04,-7.937515e-02,-1.509319e-01,-4.580374e-01
9,2.426512e-18,-3.593704e-05,4.681011e-06,5.387162e-04,2.173216e-01,5.037822e-02,2.747222e+00
10,1.282004e-18,-4.446429e-05,-7.377574e-07,5.237360e-04,-1.600925e+00,9.351011e-01,1.483918e+01
11,6.838144e-17,-2.674417e-05,1.384071e-06,5.210071e-04,2.075699e-01,-5.751620e-02,8.926253e+00
12,1.638629e-18,-4.149771e-05,-8.731474e-07,5.122350e-04,6.504881e-01,8.338898e-01,8.407640e+00
13,3.249432e-17,-4.383921e-05,1.045206e-05,5.201844e-04,8.663075e-01,-3.727327e-01,1.121497e+01
14,1.275032e-18,-3.829959e-05,1.875454e-05,5.025306e-04,9.735258e-02,-1.289560e-01,-1.390664e+00
15,3.778467e-18,-3.437474e-05,-1.892910e-05,5.337767e-04,-2.033677e-02,9.849982e-02,1.527922e+01
16,1.098463e-18,-4.295095e-05,-5.449787e-06,5.482832e-04,-2.171958e-01,-4.362608e-02,1.110351e+01
