droplet_id,volume,ux,uy,uz,vx,vy,vz
1,7.992857e-12,9.301325e-08,3.211457e-08,3.866700e-04,5.193875e-03,1.047167e-02,-9.523853e+00
2,6.386248e-19,1.046932e-04,1.445050e-05,4.754940e-04,-1.948907e-02,5.901198e-01,-1.490510e+00
3,2.682111e-19,1.183587e-04,4.296681e-06,4.778282e-04,-2.976665e-02,-7.652544e-01,3.038583e+00
4,1.248580e-17,1.203700e-04,1.420523e-05,4.814599e-04,-7.108730e-01,-5.689455e-01,5.921945e+00
5,6.429494e-19,1.203410e-04,1.288962e-05,4.723490e-04,2.715556e-01,-8.253788e-01,-5.865934e+00
6,1.370304e-18,1.343504e-04,-7.398129e-07,4.754927e-04,-3.844056e-01,3.577485e-01,-2.323315e-01
7,2.950406e-19,1.371083e-04,8.982402e-06,4.731382e-04,1.631562e+00,4.724312e-01,-2.007477e+00
8,2.386701e-19,1.300786e-04,4.296441e-06,4.762692e-04,2.559145e-01,1.322613e+00,-1.669243e+00
9,1.383535e-18,1.299251e-04,5.580368e-06,4.786208e-04,-2.707921e-01,2.675120e-01,1.268505e+00
10,1.849954e-18,5.413016e-05,-5.389856e-06,5.027792e-04,9.978833e-02,-1.979803e+00,1.485219e+01
11,6.306496e-18,5.937060e-05,-1.718609e-05,5.034852e-04,-2.275554e-01,-3.125987e-02,9.929680e-01
12,5.822119e-19,6.289061e-05,-1.954097e-06,4.789368e-04,-1.190249e+00,1.571988e+00,4.032376e+00
13,2.701780e-19,5.429735e-05,-1.953341e-06,4.941923e-04,1.389992e+00,2.505163e+00,1.170805e+01
14,1.804375e-18,7.187432e-05,-1.260585e-05,5.277306e-04,-4.309331e-02,-2.979182e-01,7.603057e+00
15,1.088355e-18,7.421663e-05,-8.591681e-06,5.188070e-04,-8.878365e-02,-2.612099e-01,6.038863e+00
16,3.225800e-18,5.937465e-05,-1.718754e-05,5.260995e-04,-3.870691e-02,-1.563942e-01,4.792077e+00
17,8.065506e-19,6.156756e-05,-6.908055e-06,5.081307e-04,-2.354933e-02,-3.738234e-01,4.183219e+00
18,2.142275e-16,7.775713e-05,-4.873783e-06,5.475975e-04,-5.404724e-01,-8.295780e-01,1.541422e+01
19,4.226386e-18,4.062411e-05,-1.091988e-05,5.233027e-04,4.613518e-01,-2.676138e-01,1.312430e+01
20,2.307049e-18,2.735201e-05,-1.326466e-05,5.069542e-04,-1.087910e-01,-5.227550e-01,5.285621e+00
