droplet_id,volume,ux,uy,uz,vx,vy,vz
1,7.977382e-12,8.195981e-08,9.988034e-08,3.851637e-04,-3.779395e-03,-3.196698e-03,-3.770900e-01
2,5.652173e-19,-1.667968e-04,-7.421737e-06,4.753505e-04,-5.174895e-01,2.150995e+00,-1.098848e+00
3,7.751059e-19,-1.621096e-04,-2.304695e-05,4.752959e-04,5.802690e-02,-3.486430e+00,-5.596861e-01
4,1.224653e-18,-1.616622e-04,-2.226569e-05,4.769465e-04,1.352963e+00,-1.107842e+00,2.344921e+00
5,1.022364e-18,-1.673292e-04,-6.640731e-06,4.738767e-04,8.141830e-01,3.748237e+00,-3.234079e+00
6,1.630899e-17,-1.463116e-04,1.358207e-05,4.786941e-04,3.794819e-01,3.146956e-01,2.267633e+00
7,6.185751e-19,-1.359800e-04,1.289099e-05,4.733802e-04,-1.282252e+00,2.317702e+00,-6.207445e+00
8,2.564024e-19,-1.363276e-04,1.210985e-05,4.741623e-04,3.648528e-01,1.505780e+00,-2.545183e+00
9,4.533580e-19,-1.464844e-04,1.679703e-05,4.765037e-04,-3.283618e+00,-1.176753e+00,-1.317551e+00
10,8.559499e-19,-1.496094e-04,-3.906387e-07,4.768661e-04,-1.132314e+00,1.195968e+00,-2.656236e+00
11,4.299336e-17,1.227490e-06,-1.025705e-04,4.998680e-04,-1.417898e+00,-6.672912e-01,1.141360e+01
12,2.942048e-18,-7.862414e-07,-1.148454e-04,4.924661e-04,-1.334904e-01,-1.088688e-02,4.816566e+00
13,1.305416e-18,-7.746740e-07,-1.148484e-04,5.006849e-04,1.822060e-01,-1.201059e-01,4.466721e+00
14,1.871126e-18,2.947911e-06,-1.117223e-04,4.941728e-04,-1.165546e+00,-4.044504e-01,4.152200e+00
15,5.309553e-18,6.563888e-06,-1.117424e-04,4.860206e-04,-9.774166e-02,1.408729e-01,2.680510e+00
16,5.424895e-18,1.356629e-05,-9.920738e-05,4.921552e-04,1.962509e+00,-2.187290e-01,1.805083e+01
17,6.601830e-18,1.714521e-05,-1.247201e-04,4.968389e-04,1.117271e-01,1.414421e+00,-1.333052e+00
18,3.730900e-18,2.460946e-05,-1.117164e-04,4.892244e-04,-1.499850e-02,1.162207e-02,-2.233947e+00
19,1.096715e-18,-7.032060e-06,-1.180020e-04,5.146050e-04,4.934730e-02,-5.789121e-01,3.276017e+00
20,1.261385e-17,-5.115487e-06,-1.178787e-04,4.767521e-04,2.506928e+00,-5.490570e-01,-7.090634e+00
21,3.029735e-18,-6.232397e-06,-1.000181e-04,4.769510e-04,-1.377738e-01,1.309407e-01,-2.700451e-01
22,1.470511e-18,7.830318e-06,-1.257485e-04,5.037860e-04,-3.504486e-01,-4.068049e-01,4.175880e+00
23,5.537908e-18,1.082249e-05,-1.179593e-04,5.091369e-04,9.026146e-02,2.633832e-01,6.729462e+00
24,9.421295e-18,7.649723e-06,-1.257798e-04,5.123493e-04,1.807361e-01,8.579601e-02,5.505559e+00
25,1.885192e-18,3.068422e-06,-7.572241e-05,5.199100e-04,-9.817017e-01,-6.713726e-01,1.473566e+01
26,1.568206e-18,1.186291e-05,-8.059701e-05,5.088203e-04,-1.679168e-01,2.083585e-01,5.936284e+00
27,2.806251e-18,1.174905e-05,-8.044743e-05,5.173077e-04,5.788379e-01,5.907244e-01,9.644663e+00
28,2.163655e-18,3.743038e-06,-7.939943e-05,5.264812e-04,5.905642e-01,-7.735305e-01,1.855106e+01
29,2.559518e-18,1.016271e-05,-9.765552e-05,5.088554e-04,-1.465493e-01,-4.736972e-02,3.147868e-01
30,2.886351e-18,2.110518e-05,-8.047827e-05,5.149875e-04,-2.447631e-03,3.061942e-01,-3.514026e-01
31,1.668759e-18,1.172216e-05,-8.749996e-05,5.238878e-04,1.145768e-01,-2.425180e-02,4.696442e+00
32,6.231673e-18,-3.124394e-06,-7.812672e-05,5.158421e-04,-5.137728e-01,-4.662036e-02,9.564471e+00
33,7.190298e-18,-2.347609e-06,-9.687147e-05,5.058287e-04,-4.491938e-01,-5.209322e-02,1.090512e+01
34,1.503464e-18,-4.682056e-06,-9.062676e-05,5.169354e-04,1.154614e-01,8.688482e-03,6.306266e+00
35,1.402647e-17,-4.399390e-06,-9.664869e-05,5.274454e-04,2.840224e-01,9.881296e-02,6.825936e+00
36,6.237691e-17,1.771580e-04,-4.302325e-06,4.999039e-04,4.297293e-01,5.075358e-01,5.063338e+00
37,2.732256e-19,1.621093e-04,3.907309e-07,4.874239e-04,-9.046010e-01,5.746901e-01,8.799553e+00
38,1.905419e-17,1.618562e-04,-8.709222e-06,4.919307e-04,-2.943458e+00,-3.738518e-01,1.939510e+01
39,2.896036e-18,1.632441e-04,-1.407117e-05,4.995306e-04,-1.185236e+00,2.117618e-01,1.190272e+01
40,6.125318e-18,1.578409e-04,-1.721763e-05,4.999799e-04,-1.787969e+00,-1.599459e+00,1.809703e+01
41,3.104296e-17,1.535622e-04,-7.682065e-06,4.811450e-04,-4.144188e-01,1.048122e+00,4.467785e-01
42,2.097654e-17,1.578182e-04,-1.416598e-05,4.897416e-04,-3.289308e-01,-1.966462e-01,1.143994e+01
43,2.979011e-18,1.632942e-04,-1.406331e-05,4.940132e-04,5.130481e-01,1.885850e-01,7.744436e+00
44,5.367884e-19,1.738276e-04,-7.037692e-06,4.936692e-04,3.421185e-01,4.390971e-02,3.950697e+00
45,3.402383e-18,1.632808e-04,-1.565593e-06,4.995000e-04,1.321721e-02,-6.071448e-03,5.567507e-01
46,6.982100e-18,1.632714e-04,-1.404927e-05,4.852804e-04,2.844951e-01,-2.289502e-01,3.936430e+00
47,1.630354e-18,1.710898e-04,-1.407175e-05,4.905549e-04,-4.265316e-02,-1.019166e-01,-1.055245e+00
48,3.237536e-18,1.546792e-04,-2.335048e-06,4.917218e-04,5.593906e-01,-5.838278e-01,-9.503184e-01
49,8.024813e-19,1.524843e-04,-1.549730e-05,4.835286e-04,6.304430e-02,4.314768e-01,-5.155279e-01
50,2.048887e-17,1.509287e-04,-1.792535e-06,5.013148e-04,-2.631697e-01,9.229960e-01,7.164885e+00
51,1.832875e-17,1.568852e-04,-1.169283e-05,5.012397e-04,6.619559e-01,1.131519e-01,1.622322e+01
52,6.524263e-18,1.620421e-04,-8.475922e-06,4.836825e-04,-2.294770e+00,1.922054e-01,1.333416e+01
53,1.472569e-17,1.687096e-04,-2.425538e-05,4.993770e-04,-1.073333e-01,1.767758e-01,5.416583e-01
54,5.874747e-18,1.609372e-04,-4.688613e-06,5.018639e-04,-9.672292e-02,-1.578993e-02,3.973822e+00
55,4.484473e-18,1.578165e-04,-1.328110e-05,4.812029e-04,-3.486134e-01,-2.529660e-01,6.938636e+00
56,3.618500e-18,1.625334e-04,1.174344e-05,4.806803e-04,-7.133078e-03,6.597097e-02,1.313757e+00
57,1.336784e-18,1.718732e-04,1.407350e-05,4.874316e-04,5.173776e-02,1.415624e-01,-9.340700e-01
58,2.538568e-18,1.609197e-04,1.792496e-05,4.800084e-04,-2.520787e-01,-1.764643e+00,3.533730e+00
59,5.524446e-19,1.585918e-04,2.460947e-05,4.921296e-04,6.691315e-02,1.520352e-01,-3.787049e+00
60,2.775676e-19,1.503902e-04,1.523641e-05,4.944634e-04,1.678007e+00,-2.316917e+00,1.115770e+01
61,7.725499e-19,1.615777e-04,1.172508e-06,4.840515e-04,-9.383243e-01,-3.830868e-01,6.601464e+00
62,3.259848e-17,1.408693e-04,-1.461533e-05,4.921139e-04,9.410020e-01,1.040632e+00,4.451199e+00
63,1.189795e-18,1.460877e-04,-7.812932e-06,4.843054e-04,-7.153640e-02,-5.903086e-02,1.338870e+00
64,3.396668e-18,1.414059e-04,-3.976907e-06,4.905331e-04,8.851010e-02,1.578574e+00,3.788218e+00
65,8.646997e-18,1.274531e-04,-1.157877e-05,4.815025e-04,-1.457961e+00,-7.773815e-01,4.844452e+00
66,2.317577e-18,1.429802e-04,-1.014952e-05,4.893350e-04,3.842821e-01,-5.380905e-02,3.001286e+00
67,2.187501e-18,1.351506e-04,-7.034420e-06,4.815815e-04,4.687820e-01,1.688423e-01,3.574803e-01
68,1.221933e-18,1.343727e-04,-7.858404e-07,5.014620e-04,-2.064291e-02,3.074788e-01,2.720477e+00
69,3.163100e-19,1.269525e-04,-1.054970e-05,4.874307e-04,-5.870467e-01,1.354498e+00,7.715283e+00
70,2.971219e-18,1.281113e-04,-1.248769e-05,4.760557e-04,3.064657e-01,-2.068666e-01,2.245556e+00
71,3.245231e-18,1.320600e-04,-2.440238e-05,4.961065e-04,-8.230966e-02,-9.973481e-02,-2.188250e+00
72,1.403059e-18,1.320328e-04,-2.460942e-05,4.885780e-04,-7.258545e-02,-7.461278e-02,-2.582924e+00
73,1.069953e-17,1.359361e-04,-2.424104e-05,4.804059e-04,-8.558177e-03,-4.593916e-02,-1.781847e+00
74,5.424801e-18,1.477732e-04,1.034419e-05,4.830231e-04,-1.915487e-01,-9.473979e-02,1.040071e+01
75,1.345339e-18,1.492789e-04,1.632558e-05,5.016214e-04,-3.413562e-01,6.417095e-02,2.449914e+00
76,2.421888e-18,1.476816e-04,1.424086e-05,4.871629e-04,-7.289295e-01,9.090206e-01,1.156826e+01
77,6.515826e-19,1.472651e-04,1.289203e-05,4.838941e-04,-7.526595e-01,1.818678e+00,8.230032e+00
78,5.443506e-18,1.421805e-04,2.441157e-05,4.923335e-04,-2.721689e-02,1.470200e-01,-1.923122e+00
79,2.711159e-19,-1.132771e-05,-1.675779e-04,4.718124e-04,3.668211e+00,2.624942e+00,-4.630112e+00
80,1.997148e-16,-1.100769e-05,-1.692430e-04,4.866732e-04,-7.449608e-01,-6.041002e-01,6.684112e+00
81,5.039400e-18,7.909051e-06,-1.648650e-04,4.738356e-04,-1.376226e+00,-1.755382e-02,-1.165512e+01
82,2.093323e-17,-8.388328e-06,-1.384312e-04,4.784252e-04,4.681475e+00,-2.241793e+00,-3.407262e-01
83,9.087215e-19,-9.454060e-06,-1.332030e-04,4.767678e-04,8.614821e-02,-2.286755e+00,1.343416e+00
84,1.163995e-18,-8.984212e-06,-1.339842e-04,4.750138e-04,1.184266e+00,-2.605874e+00,8.847479e-02
85,5.201227e-19,-1.250196e-05,-4.179705e-05,4.749402e-04,-8.161151e-02,1.840389e-03,-2.928548e+00
86,6.288656e-19,-1.094546e-05,-2.617154e-05,4.741588e-04,4.605377e+00,3.270901e-01,9.418948e-01
87,6.251258e-19,-2.734433e-06,-2.773441e-05,4.760960e-04,-1.609639e+00,1.065603e+00,1.873904e+00
88,2.306142e-17,6.155094e-06,-5.020123e-05,4.716826e-04,-5.180353e-01,-1.484148e+00,3.997688e-01
89,2.477272e-19,5.077809e-06,-4.570269e-05,4.702542e-04,1.219676e+00,1.070096e+00,-1.678564e+00
90,2.691974e-19,1.054712e-05,-5.039063e-05,4.655668e-04,1.950357e+00,-1.488173e+00,-9.598158e+00
91,3.756785e-19,9.766243e-06,-4.960890e-05,4.655678e-04,1.129469e+00,-1.725042e+00,-9.305725e+00
92,1.310666e-17,7.720603e-06,-6.797908e-06,4.725563e-04,1.143307e-01,3.087811e-01,5.126739e-01
93,6.150455e-19,7.421842e-06,-8.202995e-06,4.690313e-04,-2.035031e+00,4.082838e-02,-3.065594e+00
94,3.784306e-19,2.226553e-05,-1.054711e-05,4.733771e-04,-7.182013e-01,-1.454980e+00,1.312969e+00
95,2.299904e-18,-2.014896e-04,-3.842841e-06,4.746357e-04,1.042277e+00,-1.613920e-01,-2.240345e-01
96,1.401897e-18,-2.257815e-04,-5.482635e-06,4.741609e-04,-4.944043e-01,-5.210916e-01,-8.968903e-01
